Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,Trill Speed
Trill382.wav,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,6.0227272727272725
Trill383.wav,14,59,Low B,0010110010000_1100101000,89,High F (front),1100100000000_0000000000,0.7619047619047619
Trill384.wav,145,67,G Without octave key,0010110000000_0000000000,73,C# Without octave key,0000000000000_0000000000,5.807086614173229
Trill385.wav,81,69,A Without octave key,0010100000000_0000000000,89,High F (front),1100100000000_0000000000,1.1267605633802817
Trill386.wav,73,64,E Without octave key,0010110000000_1100000000,70,Bb Without octave key (Bis key),0011100000000_0000000000,4.533333333333333
Trill387.wav,73,66,F# Without octave key (Chromatic),0010110000000_1001000000,72,C Without octave key,0000100000000_0000000000,4.0
Trill388.wav,84,58,Low Bb,0010110001000_1100101000,67,G Without octave key,0010110000000_0000000000,1.4211886304909562
Trill389.wav,84,59,Low B,0010110010000_1100101000,67,G Without octave key,0010110000000_0000000000,1.6795865633074938
Trill390.wav,73,66,F# Without octave key (Chromatic),0010110000000_1001000000,71,B Without octave key,0010000000000_0000000000,4.461942257217848
Trill391.wav,83,72,C Without octave key,0000100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001,1.8095238095238095
Trill392.wav,79,59,Low B,0010110010000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000001,1.2534818941504178
Trill393.wav,80,61,Low C#,0010110100000_1100101000,74,D With octave key,1010110000000_1100100000,0.7276507276507277
Trill394.wav,79,58,Low Bb,0010110001000_1100101000,69,A Without octave key,0010100000000_0000000000,1.2195121951219514
Trill395.wav,81,70,Bb Without octave key (side key),0010100000000_0000000001,89,High F (front),1100100000000_0000000000,1.155624036979969
Trill396.wav,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,4.666666666666667
Trill397.wav,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,6.459948320413437
Trill398.wav,82,64,E Without octave key,0010110000000_1100000000,83,B With octave key,1010000000000_0000000000,1.2941176470588236
Trill399.wav,73,66,F# Without octave key (main),0010110000000_0100000000,72,C Without octave key,0000100000000_0000000000,4.24757281553398
Trill400.wav,82,64,E Without octave key,0010110000000_1100000000,84,C With octave key,1000100000000_0000000000,1.1752136752136753
Trill401.wav,74,75,Eb With octave key,1010110000000_1100110000,78,F# With octave key (Chromatic),1010110000000_1001000000,1.0526315789473684
Trill402.wav,73,64,E Without octave key,0010110000000_1100000000,69,A Without octave key,0010100000000_0000000000,4.576659038901603
Trill403.wav,79,60,Low C,0010110000000_1100101000,71,B Without octave key,0010000000000_0000000000,1.8867924528301885
Trill404.wav,75,71,B Without octave key,0010000000000_0000000000,89,High F (front),1100100000000_0000000000,1.026694045174538
Trill405.wav,76,74,D With octave key,1010110000000_1100100000,82,Bb With octave key (side key),1010100000000_0000000001,2.394106813996317
Trill406.wav,85,66,F# Without octave key (Chromatic),0010110000000_1001000000,83,B With octave key,1010000000000_0000000000,1.3189448441247005
Trill407.wav,74,62,D Without octave key,0010110000000_1100100000,66,F# Without octave key (Chromatic),0010110000000_1001000000,0.8658008658008656
Trill408.wav,77,62,D Without octave key,0010110000000_1100100000,80,G# With octave key (default),1010111000000_0000000000,1.0891089108910892
Trill409.wav,73,65,F Without octave key,0010110000000_1000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000,4.8
Trill410.wav,77,63,Eb Without octave key,0010110000000_1100110000,83,B With octave key,1010000000000_0000000000,1.2320328542094459
Trill411.wav,73,65,F Without octave key,0010110000000_1000000000,70,Bb Without octave key (side key),0010100000000_0000000001,2.7160493827160495
Trill412.wav,79,60,Low C,0010110000000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000,2.957746478873239
Trill413.wav,83,73,C# Without octave key,0000000000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001,2.1042084168336674
Trill414.wav,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000,1.4211886304909562
Trill415.wav,73,66,F# Without octave key (main),0010110000000_0100000000,71,B Without octave key,0010000000000_0000000000,4.462242562929062
Trill416.wav,73,64,E Without octave key,0010110000000_1100000000,70,Bb Without octave key (side key),0010100000000_0000000001,2.572347266881029
Trill417.wav,85,64,E Without octave key,0010110000000_1100000000,82,Bb With octave key (Bis key),1011100000000_0000000000,1.36986301369863
Trill418.wav,85,66,F# Without octave key (Chromatic),0010110000000_1001000000,84,C With octave key,1000100000000_0000000000,1.653944020356234
Trill419.wav,80,60,Low C,0010110000000_1100101000,74,D With octave key,1010110000000_1100100000,0.9107468123861566
Trill420.wav,74,74,D With octave key,1010110000000_1100100000,78,F# With octave key (Chromatic),1010110000000_1001000000,1.3513513513513515
Trill421.wav,85,64,E Without octave key,0010110000000_1100000000,81,A With octave key,1010100000000_0000000000,1.3015184381778742
Trill422.wav,81,70,Bb Without octave key (Bis key),0011100000000_0000000000,90,High F# (front),1100100000000_0010000000,0.828729281767956
Trill423.wav,84,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (main),0010110000000_0100000000,2.040816326530612
Trill424.wav,79,59,Low B,0010110010000_1100101000,69,A Without octave key,0010100000000_0000000000,2.287581699346405
Trill425.wav,82,66,F# Without octave key (Chromatic),0010110000000_1001000000,85,C# With octave key,1000000000000_0000000000,1.550387596899225
Trill426.wav,77,62,D Without octave key,0010110000000_1100100000,81,A With octave key,1010100000000_0000000000,1.267605633802817
Trill427.wav,74,63,Eb Without octave key,0010110000000_1100110000,66,F# Without octave key (Chromatic),0010110000000_1001000000,0.9596928982725528
Trill428.wav,84,61,Low C#,0010110100000_1100101000,69,A Without octave key,0010100000000_0000000000,2.5401069518716577
Trill429.wav,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,2.583979328165375
Trill430.wav,73,65,F Without octave key,0010110000000_1000000000,71,B Without octave key,0010000000000_0000000000,4.518664047151277
Trill431.wav,76,75,Eb With octave key,1010110000000_1100110000,82,Bb With octave key (side key),1010100000000_0000000001,2.2309711286089238
Trill432.wav,85,66,F# Without octave key (main),0010110000000_0100000000,84,C With octave key,1000100000000_0000000000,1.4666666666666666
Trill433.wav,78,59,Low B,0010110010000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000,0.8120649651972158
Trill434.wav,-1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,4.636591478696742
Trill435.wav,77,63,Eb Without octave key,0010110000000_1100110000,82,Bb With octave key (Bis key),1011100000000_0000000000,1.2941176470588236
Trill436.wav,78,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000,0.8108108108108109
Trill437.wav,77,63,Eb Without octave key,0010110000000_1100110000,81,A With octave key,1010100000000_0000000000,1.3812154696132597
Trill438.wav,81,70,Bb Without octave key (Bis key),0011100000000_0000000000,89,High F (front),1100100000000_0000000000,1.0301109350237718
Trill439.wav,84,60,Low C,0010110000000_1100101000,68,G# Without octave key (default),0010111000000_0000000000,3.546910755148742
Trill440.wav,82,66,F# Without octave key (main),0010110000000_0100000000,85,C# With octave key,1000000000000_0000000000,1.666666666666667
Trill441.wav,81,69,A Without octave key,0010100000000_0000000000,90,High F# (front),1100100000000_0010000000,0.9546539379474942
Trill442.wav,79,60,Low C,0010110000000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000001,2.1568627450980395
Trill443.wav,82,65,F Without octave key,0010110000000_1000000000,85,C# With octave key,1000000000000_0000000000,1.686746987951807
Trill444.wav,85,65,F Without octave key,0010110000000_1000000000,83,B With octave key,1010000000000_0000000000,1.6049382716049383
Trill445.wav,82,65,F Without octave key,0010110000000_1000000000,84,C With octave key,1000100000000_0000000000,1.688311688311688
Trill446.wav,84,60,Low C,0010110000000_1100101000,69,A Without octave key,0010100000000_0000000000,3.314917127071823
Trill447.wav,75,71,B Without octave key,0010000000000_0000000000,90,High F# (front),1100100000000_0010000000,0.9433962264150946
Trill448.wav,81,70,Bb Without octave key (side key),0010100000000_0000000001,90,High F# (front),1100100000000_0010000000,0.9433962264150942
