Session,Cluster,Note 1 midi,Note 1 name,Note 1 encoding,Note 2 midi,Note 2 encoding,Note 2 encoding
4,21,84,C With octave key,1000100000000_0000000000,89,High F (side),1000000000111_0000000100
4,106,63,Eb Without octave key,0010110000000_1100110000,82,Bb With octave key (side key),1010100000000_0000000001
4,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000
4,2,66,F# Without octave key (main),0010110000000_0100000000,89,High F (front),1100100000000_0000000000
4,16,59,Low B,0010110010000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001
4,21,82,Bb With octave key (side key),1010100000000_0000000001,86,High D,1000000000001_0000000000
4,15,60,Low C,0010110000000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000
4,3,65,F Without octave key,0010110000000_1000000000,80,G# With octave key (default),1010111000000_0000000000
4,21,85,C# With octave key,1000000000000_0000000000,89,High F (side),1000000000111_0000000100
4,13,67,G Without octave key,0010110000000_0000000000,72,C Without octave key,0000100000000_0000000000
4,15,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000
4,16,61,Low C#,0010110100000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001
4,106,62,D Without octave key,0010110000000_1100100000,82,Bb With octave key (side key),1010100000000_0000000001
4,118,61,Low C#,0010110100000_1100101000,76,E With octave key,1010110000000_1100000000
4,58,72,C Without octave key,0000100000000_0000000000,76,E With octave key,1010110000000_1100000000
4,2,65,F Without octave key,0010110000000_1000000000,90,High F# (front),1100100000000_0010000000
4,32,61,Low C#,0010110100000_1100101000,78,F# With octave key (main),1010110000000_0100000000
4,21,84,C With octave key,1000100000000_0000000000,88,High E,1000000000011_0000000100
4,21,82,Bb With octave key (Bis key),1011100000000_0000000000,88,High E,1000000000011_0000000100
4,21,83,B With octave key,1010000000000_0000000000,89,High F (side),1000000000111_0000000100
4,3,66,F# Without octave key (main),0010110000000_0100000000,81,A With octave key,1010100000000_0000000000
4,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000
4,58,73,C# Without octave key,0000000000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
4,21,85,C# With octave key,1000000000000_0000000000,88,High E,1000000000011_0000000100
4,3,66,F# Without octave key (main),0010110000000_0100000000,80,G# With octave key (default),1010111000000_0000000000
4,58,73,C# Without octave key,0000000000000_0000000000,76,E With octave key,1010110000000_1100000000
4,14,82,Bb With octave key (side key),1010100000000_0000000001,82,Bb With octave key (Bis key),1011100000000_0000000000
4,14,82,Bb With octave key (side key),1010100000000_0000000001,85,C# With octave key,1000000000000_0000000000
4,137,66,F# Without octave key (main),0010110000000_0100000000,75,Eb With octave key,1010110000000_1100110000
4,3,66,F# Without octave key (Chromatic),0010110000000_1001000000,81,A With octave key,1010100000000_0000000000
4,14,79,G With octave key,1010110000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
4,16,60,Low C,0010110000000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001
4,32,59,Low B,0010110010000_1100101000,77,F With octave key,1010110000000_1000000000
4,13,67,G Without octave key,0010110000000_0000000000,71,B Without octave key,0010000000000_0000000000
4,16,58,Low Bb,0010110001000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001
4,31,61,Low C#,0010110100000_1100101000,80,G# With octave key (default),1010111000000_0000000000
4,21,84,C With octave key,1000100000000_0000000000,90,High F# (side),1000000000111_0010000100
4,137,66,F# Without octave key (main),0010110000000_0100000000,74,D With octave key,1010110000000_1100100000
4,137,67,G Without octave key,0010110000000_0000000000,75,Eb With octave key,1010110000000_1100110000
4,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000
4,31,59,Low B,0010110010000_1100101000,78,F# With octave key (Chromatic),1010110000000_1001000000
4,31,58,Low Bb,0010110001000_1100101000,78,F# With octave key (Chromatic),1010110000000_1001000000
4,2,66,F# Without octave key (main),0010110000000_0100000000,90,High F# (front),1100100000000_0010000000
4,32,60,Low C,0010110000000_1100101000,77,F With octave key,1010110000000_1000000000
4,32,61,Low C#,0010110100000_1100101000,77,F With octave key,1010110000000_1000000000
4,118,59,Low B,0010110010000_1100101000,74,D With octave key,1010110000000_1100100000
4,14,80,G# With octave key (default),1010111000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
4,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100
4,3,66,F# Without octave key (Chromatic),0010110000000_1001000000,80,G# With octave key (default),1010111000000_0000000000
4,21,83,B With octave key,1010000000000_0000000000,88,High E,1000000000011_0000000100
4,14,82,Bb With octave key (side key),1010100000000_0000000001,83,B With octave key,1010000000000_0000000000
4,21,85,C# With octave key,1000000000000_0000000000,90,High F# (side),1000000000111_0010000100
4,137,65,F Without octave key,0010110000000_1000000000,74,D With octave key,1010110000000_1100100000
4,2,65,F Without octave key,0010110000000_1000000000,89,High F (front),1100100000000_0000000000
4,86,82,Bb With octave key (side key),1010100000000_0000000001,88,High E,1000000000011_0000000100
4,32,58,Low Bb,0010110001000_1100101000,76,E With octave key,1010110000000_1100000000
4,58,73,C# Without octave key,0000000000000_0000000000,77,F With octave key,1010110000000_1000000000
4,2,67,G Without octave key,0010110000000_0000000000,90,High F# (front),1100100000000_0010000000
4,32,60,Low C,0010110000000_1100101000,78,F# With octave key (main),1010110000000_0100000000
4,86,81,A With octave key,1010100000000_0000000000,87,High Eb,1000000000011_0000000000
4,137,65,F Without octave key,0010110000000_1000000000,75,Eb With octave key,1010110000000_1100110000
4,21,82,Bb With octave key (side key),1010100000000_0000000001,87,High Eb,1000000000011_0000000000
4,86,82,Bb With octave key (side key),1010100000000_0000000001,89,High F (side),1000000000111_0000000100
4,2,66,F# Without octave key (Chromatic),0010110000000_1001000000,89,High F (front),1100100000000_0000000000
4,13,68,G# Without octave key (default),0010111000000_0000000000,72,C Without octave key,0000100000000_0000000000
4,137,67,G Without octave key,0010110000000_0000000000,76,E With octave key,1010110000000_1100000000
4,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000
4,13,69,A Without octave key,0010100000000_0000000000,73,C# Without octave key,0000000000000_0000000000
4,118,60,Low C,0010110000000_1100101000,76,E With octave key,1010110000000_1100000000
4,32,59,Low B,0010110010000_1100101000,76,E With octave key,1010110000000_1100000000
4,118,58,Low Bb,0010110001000_1100101000,74,D With octave key,1010110000000_1100100000
4,15,61,Low C#,0010110100000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000
4,15,59,Low B,0010110010000_1100101000,66,F# Without octave key (Chromatic),0010110000000_1001000000
4,31,60,Low C,0010110000000_1100101000,78,F# With octave key (Chromatic),1010110000000_1001000000
4,2,64,E Without octave key,0010110000000_1100000000,89,High F (front),1100100000000_0000000000
4,58,73,C# Without octave key,0000000000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
4,15,61,Low C#,0010110100000_1100101000,68,G# Without octave key (default),0010111000000_0000000000
5,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000
5,42,66,F# Without octave key (Chromatic),0010110000000_1001000000,71,B Without octave key,0010000000000_0000000000
5,63,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
5,140,64,E Without octave key,0010110000000_1100000000,80,G# With octave key (default),1010111000000_0000000000
5,109,73,C# Without octave key,0000000000000_0000000000,87,High Eb,1000000000011_0000000000
5,55,66,F# Without octave key (Chromatic),0010110000000_1001000000,67,G Without octave key,0010110000000_0000000000
5,55,62,D Without octave key,0010110000000_1100100000,63,Eb Without octave key,0010110000000_1100110000
5,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100
5,20,72,C Without octave key,0000100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
5,107,68,G# Without octave key (default),0010111000000_0000000000,89,High F (front),1100100000000_0000000000
5,63,60,Low C,0010110000000_1100101000,68,G# Without octave key (default),0010111000000_0000000000
5,140,63,Eb Without octave key,0010110000000_1100110000,78,F# With octave key (main),1010110000000_0100000000
5,42,64,E Without octave key,0010110000000_1100000000,68,G# Without octave key (default),0010111000000_0000000000
5,29,58,Low Bb,0010110001000_1100101000,62,D Without octave key,0010110000000_1100100000
5,55,63,Eb Without octave key,0010110000000_1100110000,64,E Without octave key,0010110000000_1100000000
5,20,71,B Without octave key,0010000000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
5,140,62,D Without octave key,0010110000000_1100100000,77,F With octave key,1010110000000_1000000000
5,55,64,E Without octave key,0010110000000_1100000000,66,F# Without octave key (Chromatic),0010110000000_1001000000
5,43,77,F With octave key,1010110000000_1000000000,82,Bb With octave key (side key),1010100000000_0000000001
5,63,58,Low Bb,0010110001000_1100101000,67,G Without octave key,0010110000000_0000000000
5,43,76,E With octave key,1010110000000_1100000000,82,Bb With octave key (side key),1010100000000_0000000001
5,19,58,Low Bb,0010110001000_1100101000,90,High F# (side),1000000000111_0010000100
5,139,61,Low C#,0010110100000_1100101000,89,High F (front),1100100000000_0000000000
5,26,63,Eb Without octave key,0010110000000_1100110000,65,F Without octave key,0010110000000_1000000000
5,55,65,F Without octave key,0010110000000_1000000000,66,F# Without octave key (main),0010110000000_0100000000
5,19,59,Low B,0010110010000_1100101000,90,High F# (side),1000000000111_0010000100
5,40,69,A Without octave key,0010100000000_0000000000,76,E With octave key,1010110000000_1100000000
5,40,71,B Without octave key,0010000000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
5,26,63,Eb Without octave key,0010110000000_1100110000,66,F# Without octave key (main),0010110000000_0100000000
5,109,73,C# Without octave key,0000000000000_0000000000,86,High D,1000000000001_0000000000
5,63,59,Low B,0010110010000_1100101000,67,G Without octave key,0010110000000_0000000000
5,43,78,F# With octave key (Chromatic),1010110000000_1001000000,82,Bb With octave key (side key),1010100000000_0000000001
5,109,72,C Without octave key,0000100000000_0000000000,86,High D,1000000000001_0000000000
5,43,86,High D,1000000000001_0000000000,90,High F# (side),1000000000111_0010000100
5,55,65,F Without octave key,0010110000000_1000000000,66,F# Without octave key (Chromatic),0010110000000_1001000000
5,26,63,Eb Without octave key,0010110000000_1100110000,67,G Without octave key,0010110000000_0000000000
5,23,75,Eb With octave key,1010110000000_1100110000,90,High F# (side),1000000000111_0010000100
5,55,62,D Without octave key,0010110000000_1100100000,64,E Without octave key,0010110000000_1100000000
5,42,66,F# Without octave key (Chromatic),0010110000000_1001000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
5,26,62,D Without octave key,0010110000000_1100100000,65,F Without octave key,0010110000000_1000000000
5,129,78,F# With octave key (Chromatic),1010110000000_1001000000,90,High F# (front),1100100000000_0010000000
5,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000
5,23,78,F# With octave key (Chromatic),1010110000000_1001000000,90,High F# (side),1000000000111_0010000100
5,40,70,Bb Without octave key (Bis key),0011100000000_0000000000,77,F With octave key,1010110000000_1000000000
5,23,74,D With octave key,1010110000000_1100100000,90,High F# (side),1000000000111_0010000100
5,42,66,F# Without octave key (main),0010110000000_0100000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
5,142,61,Low C#,0010110100000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000
5,107,68,G# Without octave key (default),0010111000000_0000000000,90,High F# (front),1100100000000_0010000000
5,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000
5,142,61,Low C#,0010110100000_1100101000,71,B Without octave key,0010000000000_0000000000
5,107,67,G Without octave key,0010110000000_0000000000,89,High F (front),1100100000000_0000000000
5,19,61,Low C#,0010110100000_1100101000,90,High F# (side),1000000000111_0010000100
5,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000
5,29,60,Low C,0010110000000_1100101000,62,D Without octave key,0010110000000_1100100000
5,43,78,F# With octave key (main),1010110000000_0100000000,82,Bb With octave key (side key),1010100000000_0000000001
5,29,59,Low B,0010110010000_1100101000,62,D Without octave key,0010110000000_1100100000
5,42,78,F# With octave key (Chromatic),1010110000000_1001000000,82,Bb With octave key (Bis key),1011100000000_0000000000
5,40,71,B Without octave key,0010000000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
5,26,62,D Without octave key,0010110000000_1100100000,66,F# Without octave key (main),0010110000000_0100000000
5,142,61,Low C#,0010110100000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000000
5,55,64,E Without octave key,0010110000000_1100000000,66,F# Without octave key (main),0010110000000_0100000000
5,26,64,E Without octave key,0010110000000_1100000000,67,G Without octave key,0010110000000_0000000000
5,20,73,C# Without octave key,0000000000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
5,42,66,F# Without octave key (Chromatic),0010110000000_1001000000,70,Bb Without octave key (side key),0010100000000_0000000000
5,55,65,F Without octave key,0010110000000_1000000000,67,G Without octave key,0010110000000_0000000000
5,63,61,Low C#,0010110100000_1100101000,69,A Without octave key,0010100000000_0000000000
5,40,70,Bb Without octave key (Bis key),0011100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
5,55,66,F# Without octave key (main),0010110000000_0100000000,66,F# Without octave key (Chromatic),0010110000000_1001000000
5,40,70,Bb Without octave key (side key),0010100000000_0000000000,77,F With octave key,1010110000000_1000000000
5,63,60,Low C,0010110000000_1100101000,69,A Without octave key,0010100000000_0000000000
5,55,64,E Without octave key,0010110000000_1100000000,65,F Without octave key,0010110000000_1000000000
5,55,66,F# Without octave key (main),0010110000000_0100000000,67,G Without octave key,0010110000000_0000000000
5,29,61,Low C#,0010110100000_1100101000,64,E Without octave key,0010110000000_1100000000
5,140,64,E Without octave key,0010110000000_1100000000,79,G With octave key,1010110000000_0000000000
5,19,60,Low C,0010110000000_1100101000,90,High F# (side),1000000000111_0010000100
5,140,62,D Without octave key,0010110000000_1100100000,78,F# With octave key (main),1010110000000_0100000000
6,22,71,B Without octave key,0010000000000_0000000000,75,Eb With octave key,1010110000000_1100110000
6,92,63,Eb Without octave key,0010110000000_1100110000,89,High F (front),1100100000000_0000000000
6,83,74,D With octave key,1010110000000_1100100000,77,F With octave key,1010110000000_1000000000
6,64,62,D Without octave key,0010110000000_1100100000,78,F# With octave key (Chromatic),1010110000000_1001000000
6,133,67,G Without octave key,0010110000000_0000000000,89,High F (side),1000000000111_0000000100
6,36,66,F# Without octave key (main),0010110000000_0100000000,82,Bb With octave key (side key),1010100000000_0000000001
6,36,64,E Without octave key,0010110000000_1100000000,82,Bb With octave key (side key),1010100000000_0000000001
6,22,71,B Without octave key,0010000000000_0000000000,74,D With octave key,1010110000000_1100100000
6,45,60,Low C,0010110000000_1100101000,90,High F# (front),1100100000000_0010000000
6,83,78,F# With octave key (Chromatic),1010110000000_1001000000,81,A With octave key,1010100000000_0000000000
6,70,58,Low Bb,0010110001000_1100101000,72,C Without octave key,0000100000000_0000000000
6,90,82,Bb With octave key (Bis key),1011100000000_0000000000,89,High F (side),1000000000111_0000000100
6,48,90,High F# (side),1000000000111_0010000100,90,High F# (front),1100100000000_0010000000
6,138,61,Low C#,0010110100000_1100101000,67,G Without octave key,0010110000000_0000000000
6,133,68,G# Without octave key (default),0010111000000_0000000000,88,High E,1000000000011_0000000100
6,127,66,F# Without octave key (main),0010110000000_0100000000,71,B Without octave key,0010000000000_0000000000
6,64,63,Eb Without octave key,0010110000000_1100110000,78,F# With octave key (Chromatic),1010110000000_1001000000
6,138,59,Low B,0010110010000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
6,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000
6,48,88,High E,1000000000011_0000000100,89,High F (front),1100100000000_0000000000
6,83,77,F With octave key,1010110000000_1000000000,80,G# With octave key (default),1010111000000_0000000000
6,83,76,E With octave key,1010110000000_1100000000,79,G With octave key,1010110000000_0000000000
6,127,65,F Without octave key,0010110000000_1000000000,69,A Without octave key,0010100000000_0000000000
6,125,66,F# Without octave key (Chromatic),0010110000000_1001000000,69,A Without octave key,0010100000000_0000000000
6,70,60,Low C,0010110000000_1100101000,73,C# Without octave key,0000000000000_0000000000
6,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000
6,131,68,G# Without octave key (default),0010111000000_0000000000,77,F With octave key,1010110000000_1000000000
6,83,74,D With octave key,1010110000000_1100100000,78,F# With octave key (main),1010110000000_0100000000
6,125,65,F Without octave key,0010110000000_1000000000,68,G# Without octave key (default),0010111000000_0000000000
6,138,58,Low Bb,0010110001000_1100101000,65,F Without octave key,0010110000000_1000000000
6,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000
6,127,64,E Without octave key,0010110000000_1100000000,69,A Without octave key,0010100000000_0000000000
6,36,66,F# Without octave key (Chromatic),0010110000000_1001000000,82,Bb With octave key (side key),1010100000000_0000000001
6,45,59,Low B,0010110010000_1100101000,90,High F# (front),1100100000000_0010000000
6,22,70,Bb Without octave key (side key),0010100000000_0000000000,74,D With octave key,1010110000000_1100100000
6,127,65,F Without octave key,0010110000000_1000000000,70,Bb Without octave key (side key),0010100000000_0000000000
6,131,69,A Without octave key,0010100000000_0000000000,77,F With octave key,1010110000000_1000000000
6,131,70,Bb Without octave key (side key),0010100000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
6,133,67,G Without octave key,0010110000000_0000000000,88,High E,1000000000011_0000000100
6,92,64,E Without octave key,0010110000000_1100000000,90,High F# (front),1100100000000_0010000000
6,138,60,Low C,0010110000000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
6,127,66,F# Without octave key (main),0010110000000_0100000000,70,Bb Without octave key (side key),0010100000000_0000000000
6,92,62,D Without octave key,0010110000000_1100100000,89,High F (front),1100100000000_0000000000
6,70,58,Low Bb,0010110001000_1100101000,73,C# Without octave key,0000000000000_0000000000
6,133,68,G# Without octave key (default),0010111000000_0000000000,90,High F# (side),1000000000111_0010000100
6,45,61,Low C#,0010110100000_1100101000,90,High F# (front),1100100000000_0010000000
6,83,78,F# With octave key (main),1010110000000_0100000000,81,A With octave key,1010100000000_0000000000
6,131,69,A Without octave key,0010100000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
6,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000
6,90,83,B With octave key,1010000000000_0000000000,90,High F# (side),1000000000111_0010000100
6,90,81,A With octave key,1010100000000_0000000000,89,High F (side),1000000000111_0000000100
6,48,89,High F (side),1000000000111_0000000100,89,High F (front),1100100000000_0000000000
6,22,70,Bb Without octave key (Bis key),0011100000000_0000000000,75,Eb With octave key,1010110000000_1100110000
6,22,72,C Without octave key,0000100000000_0000000000,75,Eb With octave key,1010110000000_1100110000
6,22,70,Bb Without octave key (Bis key),0011100000000_0000000000,74,D With octave key,1010110000000_1100100000
6,127,65,F Without octave key,0010110000000_1000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
6,90,81,A With octave key,1010100000000_0000000000,90,High F# (side),1000000000111_0010000100
6,125,66,F# Without octave key (main),0010110000000_0100000000,69,A Without octave key,0010100000000_0000000000
6,138,58,Low Bb,0010110001000_1100101000,64,E Without octave key,0010110000000_1100000000
6,138,60,Low C,0010110000000_1100101000,67,G Without octave key,0010110000000_0000000000
6,70,58,Low Bb,0010110001000_1100101000,71,B Without octave key,0010000000000_0000000000
6,125,66,F# Without octave key (Chromatic),0010110000000_1001000000,68,G# Without octave key (default),0010111000000_0000000000
6,83,77,F With octave key,1010110000000_1000000000,81,A With octave key,1010100000000_0000000000
6,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100
6,131,72,C Without octave key,0000100000000_0000000000,81,A With octave key,1010100000000_0000000000
6,138,59,Low B,0010110010000_1100101000,65,F Without octave key,0010110000000_1000000000
6,83,76,E With octave key,1010110000000_1100000000,80,G# With octave key (default),1010111000000_0000000000
6,125,66,F# Without octave key (main),0010110000000_0100000000,68,G# Without octave key (default),0010111000000_0000000000
6,36,65,F Without octave key,0010110000000_1000000000,82,Bb With octave key (side key),1010100000000_0000000001
6,70,59,Low B,0010110010000_1100101000,72,C Without octave key,0000100000000_0000000000
6,131,70,Bb Without octave key (side key),0010100000000_0000000000,79,G With octave key,1010110000000_0000000000
6,90,82,Bb With octave key (Bis key),1011100000000_0000000000,90,High F# (side),1000000000111_0010000100
6,133,68,G# Without octave key (default),0010111000000_0000000000,89,High F (side),1000000000111_0000000100
6,70,59,Low B,0010110010000_1100101000,73,C# Without octave key,0000000000000_0000000000
6,45,58,Low Bb,0010110001000_1100101000,90,High F# (front),1100100000000_0010000000
7,135,66,F# Without octave key (main),0010110000000_0100000000,79,G With octave key,1010110000000_0000000000
7,0,83,B With octave key,1010000000000_0000000000,85,C# With octave key,1000000000000_0000000000
7,46,60,Low C,0010110000000_1100101000,64,E Without octave key,0010110000000_1100000000
7,0,79,G With octave key,1010110000000_0000000000,80,G# With octave key (default),1010111000000_0000000000
7,0,83,B With octave key,1010000000000_0000000000,84,C With octave key,1000100000000_0000000000
7,6,64,E Without octave key,0010110000000_1100000000,88,High E,1000000000011_0000000100
7,6,65,F Without octave key,0010110000000_1000000000,90,High F# (side),1000000000111_0010000100
7,135,62,D Without octave key,0010110000000_1100100000,76,E With octave key,1010110000000_1100000000
7,44,64,E Without octave key,0010110000000_1100000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
7,39,82,Bb With octave key (side key),1010100000000_0000000001,89,High F (front),1100100000000_0000000000
7,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000
7,25,59,Low B,0010110010000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000000
7,7,62,D Without octave key,0010110000000_1100100000,72,C Without octave key,0000100000000_0000000000
7,44,64,E Without octave key,0010110000000_1100000000,71,B Without octave key,0010000000000_0000000000
7,0,81,A With octave key,1010100000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000
7,74,66,F# Without octave key (main),0010110000000_0100000000,85,C# With octave key,1000000000000_0000000000
7,25,60,Low C,0010110000000_1100101000,71,B Without octave key,0010000000000_0000000000
7,72,87,High Eb,1000000000011_0000000000,88,High E,1000000000011_0000000100
7,6,64,E Without octave key,0010110000000_1100000000,89,High F (side),1000000000111_0000000100
7,94,75,Eb With octave key,1010110000000_1100110000,83,B With octave key,1010000000000_0000000000
7,7,63,Eb Without octave key,0010110000000_1100110000,73,C# Without octave key,0000000000000_0000000000
7,72,81,A With octave key,1010100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
7,102,69,A Without octave key,0010100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
7,51,78,F# With octave key (Chromatic),1010110000000_1001000000,86,High D,1000000000001_0000000000
7,51,78,F# With octave key (main),1010110000000_0100000000,86,High D,1000000000001_0000000000
7,25,60,Low C,0010110000000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000000
7,0,82,Bb With octave key (Bis key),1011100000000_0000000000,83,B With octave key,1010000000000_0000000000
7,7,64,E Without octave key,0010110000000_1100000000,73,C# Without octave key,0000000000000_0000000000
7,44,65,F Without octave key,0010110000000_1000000000,71,B Without octave key,0010000000000_0000000000
7,94,74,D With octave key,1010110000000_1100100000,83,B With octave key,1010000000000_0000000000
7,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100
7,116,79,G With octave key,1010110000000_0000000000,87,High Eb,1000000000011_0000000000
7,72,86,High D,1000000000001_0000000000,89,High F (side),1000000000111_0000000100
7,74,67,G Without octave key,0010110000000_0000000000,85,C# With octave key,1000000000000_0000000000
7,135,65,F Without octave key,0010110000000_1000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
7,51,82,Bb With octave key (side key),1010100000000_0000000001,90,High F# (side),1000000000111_0010000100
7,102,70,Bb Without octave key (side key),0010100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
7,135,64,E Without octave key,0010110000000_1100000000,78,F# With octave key (main),1010110000000_0100000000
7,7,63,Eb Without octave key,0010110000000_1100110000,72,C Without octave key,0000100000000_0000000000
7,51,78,F# With octave key (Chromatic),1010110000000_1001000000,87,High Eb,1000000000011_0000000000
7,116,80,G# With octave key (default),1010111000000_0000000000,87,High Eb,1000000000011_0000000000
7,44,66,F# Without octave key (Chromatic),0010110000000_1001000000,72,C Without octave key,0000100000000_0000000000
7,0,80,G# With octave key (default),1010111000000_0000000000,81,A With octave key,1010100000000_0000000000
7,0,79,G With octave key,1010110000000_0000000000,81,A With octave key,1010100000000_0000000000
7,25,59,Low B,0010110010000_1100101000,69,A Without octave key,0010100000000_0000000000
7,25,58,Low Bb,0010110001000_1100101000,69,A Without octave key,0010100000000_0000000000
7,116,80,G# With octave key (default),1010111000000_0000000000,86,High D,1000000000001_0000000000
7,44,66,F# Without octave key (main),0010110000000_0100000000,72,C Without octave key,0000100000000_0000000000
7,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000
7,72,86,High D,1000000000001_0000000000,88,High E,1000000000011_0000000100
7,135,65,F Without octave key,0010110000000_1000000000,79,G With octave key,1010110000000_0000000000
7,74,66,F# Without octave key (Chromatic),0010110000000_1001000000,85,C# With octave key,1000000000000_0000000000
7,6,66,F# Without octave key (main),0010110000000_0100000000,90,High F# (side),1000000000111_0010000100
7,0,81,A With octave key,1010100000000_0000000000,83,B With octave key,1010000000000_0000000000
7,46,61,Low C#,0010110100000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
7,0,78,F# With octave key (main),1010110000000_0100000000,80,G# With octave key (default),1010111000000_0000000000
7,0,84,C With octave key,1000100000000_0000000000,85,C# With octave key,1000000000000_0000000000
7,135,62,D Without octave key,0010110000000_1100100000,75,Eb With octave key,1010110000000_1100110000
7,72,87,High Eb,1000000000011_0000000000,89,High F (side),1000000000111_0000000100
7,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000
7,135,64,E Without octave key,0010110000000_1100000000,77,F With octave key,1010110000000_1000000000
7,102,68,G# Without octave key (default),0010111000000_0000000000,76,E With octave key,1010110000000_1100000000
7,46,59,Low B,0010110010000_1100101000,64,E Without octave key,0010110000000_1100000000
7,116,79,G With octave key,1010110000000_0000000000,86,High D,1000000000001_0000000000
7,25,60,Low C,0010110000000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000
7,44,64,E Without octave key,0010110000000_1100000000,70,Bb Without octave key (side key),0010100000000_0000000000
7,74,65,F Without octave key,0010110000000_1000000000,85,C# With octave key,1000000000000_0000000000
7,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000
7,6,65,F Without octave key,0010110000000_1000000000,89,High F (side),1000000000111_0000000100
7,72,87,High Eb,1000000000011_0000000000,90,High F# (side),1000000000111_0010000100
7,0,82,Bb With octave key (Bis key),1011100000000_0000000000,84,C With octave key,1000100000000_0000000000
7,7,62,D Without octave key,0010110000000_1100100000,71,B Without octave key,0010000000000_0000000000
7,39,82,Bb With octave key (side key),1010100000000_0000000001,90,High F# (front),1100100000000_0010000000
7,46,61,Low C#,0010110100000_1100101000,65,F Without octave key,0010110000000_1000000000
7,128,66,F# Without octave key (Chromatic),0010110000000_1001000000,90,High F# (side),1000000000111_0010000100
7,94,75,Eb With octave key,1010110000000_1100110000,84,C With octave key,1000100000000_0000000000
8,47,63,Eb Without octave key,0010110000000_1100110000,90,High F# (side),1000000000111_0010000100
8,67,69,A Without octave key,0010100000000_0000000000,89,High F (front),1100100000000_0000000000
8,47,62,D Without octave key,0010110000000_1100100000,90,High F# (side),1000000000111_0010000100
8,77,68,G# Without octave key (default),0010111000000_0000000000,80,G# With octave key (default),1010111000000_0000000000
8,95,64,E Without octave key,0010110000000_1100000000,75,Eb With octave key,1010110000000_1100110000
