Session,Cluster,Note 1 midi,Note 1 name,Note 1 encoding,Note 2 midi,Note 2 encoding,Note 2 encoding
4,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000
4,51,65,F Without octave key,0010110000000_1000000000,69,A Without octave key,0010100000000_0000000000
4,61,76,E With octave key,1010110000000_1100000000,87,High Eb,1000000000011_0000000000
4,55,71,B Without octave key,0010000000000_0000000000,86,High D,1000000000001_0000000000
4,62,75,Eb With octave key,1010110000000_1100110000,87,High Eb,1000000000011_0000000000
4,53,66,F# Without octave key (main),0010110000000_0100000000,90,High F# (front),1100100000000_0010000000
4,60,68,G# Without octave key (default),0010111000000_0000000000,90,High F# (front),1100100000000_0010000000
4,61,76,E With octave key,1010110000000_1100000000,86,High D,1000000000001_0000000000
4,51,64,E Without octave key,0010110000000_1100000000,69,A Without octave key,0010100000000_0000000000
4,-1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000
4,55,73,C# Without octave key,0000000000000_0000000000,87,High Eb,1000000000011_0000000000
4,51,62,D Without octave key,0010110000000_1100100000,66,F# Without octave key (main),0010110000000_0100000000
4,52,82,Bb With octave key (side key),1010100000000_0000000001,87,High Eb,1000000000011_0000000000
4,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000
4,52,84,C With octave key,1000100000000_0000000000,89,High F (side),1000000000111_0000000100
4,53,65,F Without octave key,0010110000000_1000000000,90,High F# (front),1100100000000_0010000000
4,59,70,Bb Without octave key (side key),0010100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
4,62,75,Eb With octave key,1010110000000_1100110000,86,High D,1000000000001_0000000000
4,60,68,G# Without octave key (default),0010111000000_0000000000,89,High F (front),1100100000000_0000000000
4,57,66,F# Without octave key (Chromatic),0010110000000_1001000000,89,High F (front),1100100000000_0000000000
4,56,85,C# With octave key,1000000000000_0000000000,90,High F# (side),1000000000111_0010000100
5,66,70,Bb Without octave key (Bis key),0011100000000_0000000000,74,D With octave key,1010110000000_1100100000
5,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000
5,71,69,A Without octave key,0010100000000_0000000000,90,High F# (front),1100100000000_0010000000
5,72,62,D Without octave key,0010110000000_1100100000,83,B With octave key,1010000000000_0000000000
5,73,61,Low C#,0010110100000_1100101000,76,E With octave key,1010110000000_1100000000
