Filename,Note 1 MIDI,Note 2 MIDI,Best Trill Speed
Trill139.wav,46,70,1.7937219730941705
Trill138.wav,47,67,1.4760147601476015
Trill128.wav,46,67,1.146131805157593
Trill129.wav,52,55,5.5
Trill159.wav,65,68,1.8394648829431437
Trill165.wav,58,58,0.0
Trill171.wav,54,56,3.683241252302026
Trill170.wav,49,73,1.6025641025641024
Trill164.wav,68,76,2.0
Trill158.wav,63,76,1.8726591760299627
Trill172.wav,60,61,6.143344709897611
Trill166.wav,67,76,1.8072289156626504
Trill167.wav,50,62,1.643192488262911
Trill173.wav,50,53,6.289308176100628
Trill177.wav,48,71,1.421188630490956
Trill163.wav,47,68,1.7684887459807075
Trill162.wav,67,72,3.6697247706422025
Trill176.wav,46,66,1.7628205128205128
Trill160.wav,63,65,4.834254143646409
Trill174.wav,57,58,5.882352941176471
Trill148.wav,66,77,1.4598540145985401
Trill149.wav,54,77,1.6917293233082709
Trill175.wav,49,77,1.0802469135802468
Trill161.wav,52,54,1.9163763066202093
Trill178.wav,52,74,1.7333333333333334
Trill144.wav,51,53,5.421686746987952
Trill150.wav,63,65,5.373831775700935
Trill151.wav,52,75,1.8134715025906736
Trill145.wav,64,77,1.004016064257028
Trill179.wav,66,76,2.0
Trill153.wav,55,56,6.024096385542168
Trill147.wav,53,75,1.7647058823529413
Trill184.wav,48,73,1.0802469135802468
Trill146.wav,58,59,3.2028469750889683
Trill152.wav,66,76,1.9083969465648853
Trill156.wav,56,57,5.1194539249146755
Trill142.wav,47,72,1.2820512820512822
Trill181.wav,63,77,1.6877637130801686
Trill180.wav,48,68,1.70316301703163
Trill143.wav,66,66,0.0
Trill157.wav,65,76,2.3636363636363638
Trill141.wav,69,76,2.006172839506173
Trill155.wav,67,77,1.9083969465648853
Trill169.wav,48,69,1.5679442508710801
Trill182.wav,54,75,1.8796992481203008
Trill183.wav,65,77,1.8036072144288577
Trill168.wav,49,69,1.8950437317784252
Trill154.wav,58,59,5.181347150259067
Trill140.wav,47,70,1.707317073170732
Trill127.wav,53,73,1.8796992481203008
Trill133.wav,59,60,3.4545454545454546
Trill132.wav,64,76,1.9753086419753088
Trill130.wav,51,54,4.180602006688963
Trill131.wav,46,69,1.1363636363636365
Trill135.wav,48,53,3.8181818181818183
Trill134.wav,54,75,1.7793594306049823
Trill136.wav,46,68,1.9163763066202093
Trill137.wav,48,76,1.1428571428571428
