Filename,Cluster,Player,Session,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,Trill Speed
Trill21.wav,7,DorianGray,0,62,D Without octave key,0010110000000_1100100000,89,High F (side),1000000000111_0000000100,1.7817371937639197
Trill22.wav,9,DorianGray,0,66,F# Without octave key (main),0010110000000_0100000000,88,High E,1000000000011_0000000100,2.0
Trill23.wav,9,DorianGray,0,67,G Without octave key,0010110000000_0000000000,90,High F# (side),1000000000111_0010000100,1.6587677725118481
Trill24.wav,6,DorianGray,0,63,Eb Without octave key,0010110000000_1100110000,90,High F# (side),1000000000111_0010000100,1.6393442622950822
Trill25.wav,9,DorianGray,0,65,F Without octave key,0010110000000_1000000000,88,High E,1000000000011_0000000100,1.7628205128205128
Trill26.wav,5,DorianGray,0,59,Low B,0010110010000_1100101000,86,High D,1000000000001_0000000000,1.8181818181818181
Trill27.wav,-1,DorianGray,0,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,2.5125628140703515
Trill28.wav,8,DorianGray,0,58,Low Bb,0010110001000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001,1.5358361774744027
Trill29.wav,1,DorianGray,0,65,F Without octave key,0010110000000_1000000000,66,F# Without octave key (main),0010110000000_0100000000,3.6923076923076925
Trill30.wav,2,DorianGray,0,60,Low C,0010110000000_1100101000,89,High F (side),1000000000111_0000000100,1.7647058823529413
Trill31.wav,4,DorianGray,0,61,Low C#,0010110100000_1100101000,88,High E,1000000000011_0000000100,1.8181818181818181
Trill32.wav,3,DorianGray,0,60,Low C,0010110000000_1100101000,90,High F# (side),1000000000111_0010000100,1.3358778625954197
Trill33.wav,10,DorianGray,0,66,F# Without octave key (Chromatic),0010110000000_1001000000,90,High F# (side),1000000000111_0010000100,1.2531328320802004
Trill34.wav,1,DorianGray,0,62,D Without octave key,0010110000000_1100100000,64,E Without octave key,0010110000000_1100000000,4.641350210970464
Trill35.wav,-1,DorianGray,0,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,4.768392370572207
Trill36.wav,-1,DorianGray,0,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,1.8987341772151898
Trill37.wav,11,DorianGray,0,67,G Without octave key,0010110000000_0000000000,88,High E,1000000000011_0000000100,2.008032128514056
Trill38.wav,7,DorianGray,0,65,F Without octave key,0010110000000_1000000000,90,High F# (side),1000000000111_0010000100,1.1254019292604502
Trill39.wav,2,DorianGray,0,59,Low B,0010110010000_1100101000,89,High F (side),1000000000111_0000000100,1.483679525222552
Trill40.wav,2,DorianGray,0,58,Low Bb,0010110001000_1100101000,88,High E,1000000000011_0000000100,1.4469453376205788
Trill41.wav,1,DorianGray,0,62,D Without octave key,0010110000000_1100100000,63,Eb Without octave key,0010110000000_1100110000,4.682274247491638
Trill42.wav,1,DorianGray,0,69,A Without octave key,0010100000000_0000000000,70,Bb Without octave key (side key),0010100000000_0000000001,7.357859531772575
Trill43.wav,0,DorianGray,0,83,B With octave key,1010000000000_0000000000,84,C With octave key,1000100000000_0000000000,4.011461318051576
Trill44.wav,8,DorianGray,0,59,Low B,0010110010000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001,1.5492957746478875
Trill45.wav,1,DorianGray,0,65,F Without octave key,0010110000000_1000000000,66,F# Without octave key (Chromatic),0010110000000_1001000000,6.934306569343065
Trill46.wav,1,DorianGray,0,66,F# Without octave key (main),0010110000000_0100000000,67,G Without octave key,0010110000000_0000000000,4.593175853018373
Trill47.wav,7,DorianGray,0,63,Eb Without octave key,0010110000000_1100110000,88,High E,1000000000011_0000000100,1.6923076923076923
Trill48.wav,-1,DorianGray,0,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,3.8699690402476774
Trill49.wav,2,DorianGray,0,58,Low Bb,0010110001000_1100101000,89,High F (side),1000000000111_0000000100,1.5050167224080266
Trill50.wav,9,DorianGray,0,66,F# Without octave key (main),0010110000000_0100000000,90,High F# (side),1000000000111_0010000100,1.4084507042253522
Trill51.wav,11,DorianGray,0,67,G Without octave key,0010110000000_0000000000,89,High F (side),1000000000111_0000000100,1.4545454545454546
Trill52.wav,3,DorianGray,0,61,Low C#,0010110100000_1100101000,90,High F# (side),1000000000111_0010000100,1.3661202185792352
Trill53.wav,0,DorianGray,0,80,G# With octave key (default),1010111000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000,4.938271604938272
Trill54.wav,11,DorianGray,0,68,G# Without octave key (default),0010111000000_0000000000,88,High E,1000000000011_0000000100,1.824817518248175
Trill55.wav,9,DorianGray,0,66,F# Without octave key (Chromatic),0010110000000_1001000000,88,High E,1000000000011_0000000100,1.7064846416382249
Trill56.wav,5,DorianGray,0,58,Low Bb,0010110001000_1100101000,86,High D,1000000000001_0000000000,1.672240802675585
Trill57.wav,11,DorianGray,0,68,G# Without octave key (default),0010111000000_0000000000,89,High F (side),1000000000111_0000000100,1.4634146341463417
Trill58.wav,1,DorianGray,0,65,F Without octave key,0010110000000_1000000000,67,G Without octave key,0010110000000_0000000000,5.444126074498567
Trill59.wav,7,DorianGray,0,63,Eb Without octave key,0010110000000_1100110000,89,High F (side),1000000000111_0000000100,1.6055045871559634
Trill60.wav,11,DorianGray,0,68,G# Without octave key (default),0010111000000_0000000000,90,High F# (side),1000000000111_0010000100,1.672240802675585
Trill61.wav,7,DorianGray,0,64,E Without octave key,0010110000000_1100000000,90,High F# (side),1000000000111_0010000100,1.1764705882352942
Trill62.wav,7,DorianGray,0,62,D Without octave key,0010110000000_1100100000,88,High E,1000000000011_0000000100,1.7647058823529413
Trill63.wav,5,DorianGray,0,58,Low Bb,0010110001000_1100101000,87,High Eb,1000000000011_0000000000,1.5267175572519083
Trill64.wav,-1,Onegin,1,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,4.636591478696742
Trill65.wav,13,Onegin,1,76,E With octave key,1010110000000_1100000000,78,F# With octave key (main),1010110000000_0100000000,4.428571428571429
Trill66.wav,22,Onegin,1,63,Eb Without octave key,0010110000000_1100110000,87,High Eb,1000000000011_0000000000,2.1303258145363406
Trill67.wav,24,Onegin,1,75,Eb With octave key,1010110000000_1100110000,90,High F# (side),1000000000111_0010000100,1.2893982808022921
Trill68.wav,13,Onegin,1,78,F# With octave key (main),1010110000000_0100000000,78,F# With octave key (Chromatic),1010110000000_1001000000,0.0
Trill69.wav,21,Onegin,1,59,Low B,0010110010000_1100101000,85,C# With octave key,1000000000000_0000000000,1.7421602787456447
Trill70.wav,13,Onegin,1,77,F With octave key,1010110000000_1000000000,79,G With octave key,1010110000000_0000000000,6.260869565217391
Trill71.wav,-1,Onegin,1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000,1.7804154302670625
Trill72.wav,-1,Onegin,1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,3.1986531986531985
Trill73.wav,13,Onegin,1,76,E With octave key,1010110000000_1100000000,77,F With octave key,1010110000000_1000000000,6.140350877192983
Trill74.wav,12,Onegin,1,73,C# Without octave key,0000000000000_0000000000,77,F With octave key,1010110000000_1000000000,3.9094650205761323
Trill75.wav,13,Onegin,1,78,F# With octave key (main),1010110000000_0100000000,79,G With octave key,1010110000000_0000000000,6.648451730418944
Trill76.wav,23,Onegin,1,60,Low C,0010110000000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001,2.1538461538461537
Trill77.wav,16,Onegin,1,70,Bb Without octave key (Bis key),0011100000000_0000000000,89,High F (side),1000000000111_0000000100,1.9287833827893177
Trill78.wav,13,Onegin,1,74,D With octave key,1010110000000_1100100000,75,Eb With octave key,1010110000000_1100110000,6.207674943566592
Trill79.wav,20,Onegin,1,73,C# Without octave key,0000000000000_0000000000,90,High F# (side),1000000000111_0010000100,2.0
Trill80.wav,16,Onegin,1,70,Bb Without octave key (side key),0010100000000_0000000001,88,High E,1000000000011_0000000100,2.0050125313283207
Trill81.wav,-1,Onegin,1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,5.157894736842105
Trill82.wav,22,Onegin,1,62,D Without octave key,0010110000000_1100100000,86,High D,1000000000001_0000000000,1.8461538461538463
Trill83.wav,13,Onegin,1,78,F# With octave key (Chromatic),1010110000000_1001000000,79,G With octave key,1010110000000_0000000000,6.0
Trill84.wav,19,Onegin,1,76,E With octave key,1010110000000_1100000000,90,High F# (side),1000000000111_0010000100,1.4754098360655739
Trill85.wav,15,Onegin,1,59,Low B,0010110010000_1100101000,59,Low B,0010110010000_1100101000,1.9607843137254903
Trill86.wav,20,Onegin,1,73,C# Without octave key,0000000000000_0000000000,89,High F (side),1000000000111_0000000100,1.6544117647058825
Trill87.wav,21,Onegin,1,58,Low Bb,0010110001000_1100101000,85,C# With octave key,1000000000000_0000000000,1.5050167224080266
Trill88.wav,-1,Onegin,1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,4.266666666666667
Trill89.wav,17,Onegin,1,69,A Without octave key,0010100000000_0000000000,89,High F (side),1000000000111_0000000100,1.8309859154929577
Trill90.wav,17,Onegin,1,70,Bb Without octave key (side key),0010100000000_0000000001,90,High F# (side),1000000000111_0010000100,1.3595166163141996
Trill91.wav,13,Onegin,1,74,D With octave key,1010110000000_1100100000,76,E With octave key,1010110000000_1100000000,5.2
Trill92.wav,16,Onegin,1,69,A Without octave key,0010100000000_0000000000,88,High E,1000000000011_0000000100,1.8823529411764706
Trill93.wav,16,Onegin,1,70,Bb Without octave key (Bis key),0011100000000_0000000000,88,High E,1000000000011_0000000100,2.0547945205479454
Trill94.wav,17,Onegin,1,69,A Without octave key,0010100000000_0000000000,90,High F# (side),1000000000111_0010000100,1.928374655647383
Trill95.wav,23,Onegin,1,61,Low C#,0010110100000_1100101000,82,Bb With octave key (side key),1010100000000_0000000001,1.8950437317784252
Trill96.wav,13,Onegin,1,77,F With octave key,1010110000000_1000000000,78,F# With octave key (Chromatic),1010110000000_1001000000,6.0
Trill97.wav,15,Onegin,1,58,Low Bb,0010110001000_1100101000,89,High F (front),1100100000000_0000000000,1.4836795252225519
Trill98.wav,20,Onegin,1,73,C# Without octave key,0000000000000_0000000000,88,High E,1000000000011_0000000100,2.1311475409836067
Trill99.wav,16,Onegin,1,70,Bb Without octave key (side key),0010100000000_0000000001,89,High F (side),1000000000111_0000000100,2.005730659025788
Trill100.wav,13,Onegin,1,75,Eb With octave key,1010110000000_1100110000,76,E With octave key,1010110000000_1100000000,4.156479217603912
Trill101.wav,22,Onegin,1,62,D Without octave key,0010110000000_1100100000,87,High Eb,1000000000011_0000000000,1.9292604501607717
Trill102.wav,18,Onegin,1,60,Low C,0010110000000_1100101000,86,High D,1000000000001_0000000000,2.202643171806167
Trill103.wav,12,Onegin,1,73,C# Without octave key,0000000000000_0000000000,76,E With octave key,1010110000000_1100000000,4.010025062656641
Trill104.wav,25,Onegin,1,61,Low C#,0010110100000_1100101000,90,High F# (front),1100100000000_0010000000,1.5679442508710804
Trill105.wav,13,Onegin,1,77,F With octave key,1010110000000_1000000000,78,F# With octave key (main),1010110000000_0100000000,4.235294117647059
Trill106.wav,18,Onegin,1,61,Low C#,0010110100000_1100101000,87,High Eb,1000000000011_0000000000,1.7955801104972375
Trill107.wav,14,Onegin,1,59,Low B,0010110010000_1100101000,90,High F# (front),1100100000000_0010000000,1.10803324099723
Trill108.wav,20,Onegin,1,72,C Without octave key,0000100000000_0000000000,89,High F (side),1000000000111_0000000100,2.044025157232704
Trill109.wav,19,Onegin,1,74,D With octave key,1010110000000_1100100000,88,High E,1000000000011_0000000100,2.2435897435897436
Trill110.wav,21,Onegin,1,58,Low Bb,0010110001000_1100101000,84,C With octave key,1000100000000_0000000000,1.6791044776119401
Trill111.wav,13,Onegin,1,76,E With octave key,1010110000000_1100000000,78,F# With octave key (Chromatic),1010110000000_1001000000,3.0351437699680512
Trill112.wav,12,Onegin,1,73,C# Without octave key,0000000000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000,3.4120734908136487
Trill113.wav,18,Onegin,1,61,Low C#,0010110100000_1100101000,86,High D,1000000000001_0000000000,1.9083969465648853
Trill114.wav,24,Onegin,1,74,D With octave key,1010110000000_1100100000,90,High F# (side),1000000000111_0010000100,1.1278195488721805
Trill115.wav,19,Onegin,1,74,D With octave key,1010110000000_1100100000,89,High F (side),1000000000111_0000000100,1.4285714285714284
Trill116.wav,12,Onegin,1,73,C# Without octave key,0000000000000_0000000000,78,F# With octave key (main),1010110000000_0100000000,3.8575667655786354
Trill117.wav,-1,Onegin,1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,2.9296875
Trill118.wav,20,Onegin,1,71,B Without octave key,0010000000000_0000000000,88,High E,1000000000011_0000000100,2.313167259786477
Trill119.wav,25,Onegin,1,60,Low C,0010110000000_1100101000,90,High F# (front),1100100000000_0010000000,1.1869436201780417
Trill120.wav,22,Onegin,1,63,Eb Without octave key,0010110000000_1100110000,86,High D,1000000000001_0000000000,1.5267175572519083
Trill121.wav,16,Onegin,1,71,B Without octave key,0010000000000_0000000000,89,High F (side),1000000000111_0000000100,1.923076923076923
Trill122.wav,14,Onegin,1,58,Low Bb,0010110001000_1100101000,90,High F# (front),1100100000000_0010000000,1.3513513513513513
Trill123.wav,20,Onegin,1,72,C Without octave key,0000100000000_0000000000,88,High E,1000000000011_0000000100,2.04778156996587
Trill124.wav,17,Onegin,1,70,Bb Without octave key (Bis key),0011100000000_0000000000,90,High F# (side),1000000000111_0010000100,1.6064257028112447
Trill125.wav,16,Onegin,1,72,C Without octave key,0000100000000_0000000000,90,High F# (side),1000000000111_0010000100,1.4150943396226414
Trill126.wav,16,Onegin,1,71,B Without octave key,0010000000000_0000000000,90,High F# (side),1000000000111_0010000100,1.5325670498084292
Trill127.wav,33,Dostojevskij,2,65,F Without octave key,0010110000000_1000000000,86,High D,1000000000001_0000000000,1.8796992481203008
Trill128.wav,36,Dostojevskij,2,58,Low Bb,0010110001000_1100101000,79,G With octave key,1010110000000_0000000000,1.146131805157593
Trill129.wav,26,Dostojevskij,2,64,E Without octave key,0010110000000_1100000000,67,G Without octave key,0010110000000_0000000000,5.5
Trill130.wav,26,Dostojevskij,2,63,Eb Without octave key,0010110000000_1100110000,66,F# Without octave key (main),0010110000000_0100000000,4.180602006688963
Trill131.wav,29,Dostojevskij,2,58,Low Bb,0010110001000_1100101000,82,Bb With octave key (Bis key),1011100000000_0000000000,1.1363636363636365
Trill132.wav,35,Dostojevskij,2,76,E With octave key,1010110000000_1100000000,88,High E,1000000000011_0000000100,1.9753086419753088
Trill133.wav,27,Dostojevskij,2,71,B Without octave key,0010000000000_0000000000,72,C Without octave key,0000100000000_0000000000,3.4545454545454546
Trill134.wav,33,Dostojevskij,2,66,F# Without octave key (Chromatic),0010110000000_1001000000,87,High Eb,1000000000011_0000000000,1.7793594306049823
Trill135.wav,-1,Dostojevskij,2,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,3.8181818181818183
Trill136.wav,32,Dostojevskij,2,58,Low Bb,0010110001000_1100101000,80,G# With octave key (default),1010111000000_0000000000,1.9163763066202093
Trill137.wav,28,Dostojevskij,2,60,Low C,0010110000000_1100101000,89,High F (front),1100100000000_0000000000,1.1428571428571428
Trill138.wav,36,Dostojevskij,2,59,Low B,0010110010000_1100101000,79,G With octave key,1010110000000_0000000000,1.4760147601476015
Trill139.wav,29,Dostojevskij,2,58,Low Bb,0010110001000_1100101000,83,B With octave key,1010000000000_0000000000,1.7937219730941705
Trill140.wav,29,Dostojevskij,2,59,Low B,0010110010000_1100101000,83,B With octave key,1010000000000_0000000000,1.707317073170732
Trill141.wav,-1,Dostojevskij,2,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,2.006172839506173
Trill142.wav,29,Dostojevskij,2,59,Low B,0010110010000_1100101000,84,C With octave key,1000100000000_0000000000,1.2820512820512822
Trill143.wav,26,Dostojevskij,2,66,F# Without octave key (main),0010110000000_0100000000,66,F# Without octave key (Chromatic),0010110000000_1001000000,0.0
Trill144.wav,26,Dostojevskij,2,63,Eb Without octave key,0010110000000_1100110000,65,F Without octave key,0010110000000_1000000000,5.421686746987952
Trill145.wav,35,Dostojevskij,2,76,E With octave key,1010110000000_1100000000,89,High F (side),1000000000111_0000000100,1.004016064257028
Trill146.wav,27,Dostojevskij,2,70,Bb Without octave key (Bis key),0011100000000_0000000000,71,B Without octave key,0010000000000_0000000000,3.2028469750889683
Trill147.wav,33,Dostojevskij,2,65,F Without octave key,0010110000000_1000000000,87,High Eb,1000000000011_0000000000,1.7647058823529413
Trill148.wav,35,Dostojevskij,2,78,F# With octave key (main),1010110000000_0100000000,89,High F (side),1000000000111_0000000100,1.4598540145985401
Trill149.wav,35,Dostojevskij,2,78,F# With octave key (Chromatic),1010110000000_1001000000,89,High F (side),1000000000111_0000000100,1.6917293233082709
Trill150.wav,-1,Dostojevskij,2,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,5.373831775700935
Trill151.wav,33,Dostojevskij,2,64,E Without octave key,0010110000000_1100000000,87,High Eb,1000000000011_0000000000,1.8134715025906736
Trill152.wav,34,Dostojevskij,2,78,F# With octave key (main),1010110000000_0100000000,88,High E,1000000000011_0000000100,1.9083969465648853
Trill153.wav,-1,Dostojevskij,2,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,6.024096385542168
Trill154.wav,27,Dostojevskij,2,70,Bb Without octave key (side key),0010100000000_0000000001,71,B Without octave key,0010000000000_0000000000,5.181347150259067
Trill155.wav,34,Dostojevskij,2,79,G With octave key,1010110000000_0000000000,89,High F (side),1000000000111_0000000100,1.9083969465648853
Trill156.wav,27,Dostojevskij,2,68,G# Without octave key (default),0010111000000_0000000000,69,A Without octave key,0010100000000_0000000000,5.1194539249146755
Trill157.wav,35,Dostojevskij,2,77,F With octave key,1010110000000_1000000000,88,High E,1000000000011_0000000100,2.3636363636363638
Trill158.wav,31,Dostojevskij,2,75,Eb With octave key,1010110000000_1100110000,88,High E,1000000000011_0000000100,1.8726591760299627
Trill159.wav,34,Dostojevskij,2,80,G# With octave key (default),1010111000000_0000000000,89,High F (side),1000000000111_0000000100,1.8394648829431437
Trill160.wav,26,Dostojevskij,2,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,4.834254143646409
Trill161.wav,26,Dostojevskij,2,64,E Without octave key,0010110000000_1100000000,66,F# Without octave key (Chromatic),0010110000000_1001000000,1.9163763066202093
Trill162.wav,-1,Dostojevskij,2,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,3.6697247706422025
Trill163.wav,32,Dostojevskij,2,59,Low B,0010110010000_1100101000,80,G# With octave key (default),1010111000000_0000000000,1.7684887459807075
Trill164.wav,34,Dostojevskij,2,80,G# With octave key (default),1010111000000_0000000000,88,High E,1000000000011_0000000100,2.0
Trill165.wav,27,Dostojevskij,2,70,Bb Without octave key (side key),0010100000000_0000000001,70,Bb Without octave key (Bis key),0011100000000_0000000000,0.0
Trill166.wav,34,Dostojevskij,2,79,G With octave key,1010110000000_0000000000,88,High E,1000000000011_0000000100,1.8072289156626504
Trill167.wav,-1,Dostojevskij,2,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000,1.643192488262911
Trill168.wav,36,Dostojevskij,2,61,Low C#,0010110100000_1100101000,81,A With octave key,1010100000000_0000000000,1.8950437317784252
Trill169.wav,36,Dostojevskij,2,60,Low C,0010110000000_1100101000,81,A With octave key,1010100000000_0000000000,1.5679442508710801
Trill170.wav,29,Dostojevskij,2,61,Low C#,0010110100000_1100101000,85,C# With octave key,1000000000000_0000000000,1.6025641025641024
Trill171.wav,26,Dostojevskij,2,66,F# Without octave key (Chromatic),0010110000000_1001000000,68,G# Without octave key (default),0010111000000_0000000000,3.683241252302026
Trill172.wav,27,Dostojevskij,2,72,C Without octave key,0000100000000_0000000000,73,C# Without octave key,0000000000000_0000000000,6.143344709897611
Trill173.wav,26,Dostojevskij,2,62,D Without octave key,0010110000000_1100100000,65,F Without octave key,0010110000000_1000000000,6.289308176100628
Trill174.wav,27,Dostojevskij,2,69,A Without octave key,0010100000000_0000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000,5.882352941176471
Trill175.wav,28,Dostojevskij,2,61,Low C#,0010110100000_1100101000,89,High F (front),1100100000000_0000000000,1.0802469135802468
Trill176.wav,36,Dostojevskij,2,58,Low Bb,0010110001000_1100101000,78,F# With octave key (main),1010110000000_0100000000,1.7628205128205128
Trill177.wav,29,Dostojevskij,2,60,Low C,0010110000000_1100101000,84,C With octave key,1000100000000_0000000000,1.421188630490956
Trill178.wav,33,Dostojevskij,2,64,E Without octave key,0010110000000_1100000000,86,High D,1000000000001_0000000000,1.7333333333333334
Trill179.wav,34,Dostojevskij,2,78,F# With octave key (Chromatic),1010110000000_1001000000,88,High E,1000000000011_0000000100,2.0
Trill180.wav,36,Dostojevskij,2,60,Low C,0010110000000_1100101000,80,G# With octave key (default),1010111000000_0000000000,1.70316301703163
Trill181.wav,31,Dostojevskij,2,75,Eb With octave key,1010110000000_1100110000,89,High F (side),1000000000111_0000000100,1.6877637130801686
Trill182.wav,33,Dostojevskij,2,66,F# Without octave key (main),0010110000000_0100000000,87,High Eb,1000000000011_0000000000,1.8796992481203008
Trill183.wav,35,Dostojevskij,2,77,F With octave key,1010110000000_1000000000,89,High F (side),1000000000111_0000000100,1.8036072144288577
Trill184.wav,29,Dostojevskij,2,60,Low C,0010110000000_1100101000,85,C# With octave key,1000000000000_0000000000,1.0802469135802468
Trill185.wav,39,VirginiaWoolf,3,81,A With octave key,1010100000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000,4.933333333333334
Trill186.wav,44,VirginiaWoolf,3,63,Eb Without octave key,0010110000000_1100110000,82,Bb With octave key (side key),1010100000000_0000000001,1.4760147601476015
Trill187.wav,42,VirginiaWoolf,3,60,Low C,0010110000000_1100101000,79,G With octave key,1010110000000_0000000000,1.2635379061371843
Trill188.wav,-1,VirginiaWoolf,3,79,G With octave key,1010110000000_0000000000,84,C With octave key,1000100000000_0000000000,4.1420118343195265
Trill189.wav,46,VirginiaWoolf,3,63,Eb Without octave key,0010110000000_1100110000,90,High F# (front),1100100000000_0010000000,0.815850815850816
Trill190.wav,43,VirginiaWoolf,3,58,Low Bb,0010110001000_1100101000,81,A With octave key,1010100000000_0000000000,0.9668508287292817
Trill191.wav,38,VirginiaWoolf,3,88,High E,1000000000011_0000000100,89,High F (side),1000000000111_0000000100,4.275092936802974
Trill192.wav,43,VirginiaWoolf,3,59,Low B,0010110010000_1100101000,82,Bb With octave key (Bis key),1011100000000_0000000000,0.7920792079207921
Trill193.wav,34,VirginiaWoolf,3,80,G# With octave key (default),1010111000000_0000000000,90,High F# (side),1000000000111_0010000100,1.1661807580174925
Trill194.wav,47,VirginiaWoolf,3,70,Bb Without octave key (side key),0010100000000_0000000001,82,Bb With octave key (side key),1010100000000_0000000001,2.1951219512195124
Trill195.wav,42,VirginiaWoolf,3,58,Low Bb,0010110001000_1100101000,77,F With octave key,1010110000000_1000000000,1.6064257028112447
Trill196.wav,43,VirginiaWoolf,3,60,Low C,0010110000000_1100101000,82,Bb With octave key (Bis key),1011100000000_0000000000,1.5555555555555556
Trill197.wav,41,VirginiaWoolf,3,68,G# Without octave key (default),0010111000000_0000000000,87,High Eb,1000000000011_0000000000,1.4767932489451476
Trill198.wav,47,VirginiaWoolf,3,71,B Without octave key,0010000000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001,2.406417112299465
Trill199.wav,39,VirginiaWoolf,3,84,C With octave key,1000100000000_0000000000,85,C# With octave key,1000000000000_0000000000,5.5045871559633035
Trill200.wav,-1,VirginiaWoolf,3,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,5.031446540880503
Trill201.wav,30,VirginiaWoolf,3,78,F# With octave key (Chromatic),1010110000000_1001000000,90,High F# (side),1000000000111_0010000100,1.0025062656641603
Trill202.wav,42,VirginiaWoolf,3,59,Low B,0010110010000_1100101000,77,F With octave key,1010110000000_1000000000,0.9433962264150942
Trill203.wav,39,VirginiaWoolf,3,79,G With octave key,1010110000000_0000000000,81,A With octave key,1010100000000_0000000000,4.770992366412213
Trill204.wav,37,VirginiaWoolf,3,72,C Without octave key,0000100000000_0000000000,75,Eb With octave key,1010110000000_1100110000,3.990610328638498
Trill205.wav,35,VirginiaWoolf,3,77,F With octave key,1010110000000_1000000000,90,High F# (side),1000000000111_0010000100,1.2345679012345678
