id;pitch_bigrams_values
JohnColtrane_26-2_FINAL.sv;60,58:63,65:69,67:65,62:68,66:67,65:72,68:66,68:62,59:69,72:65,64:65,67:64,60:65,63:59,61:69,65:61,64:61,62:72,69:62,60:70,72:68,64:64,62:60,69:61,58:65,61:68,65:67,69:66,63:64,61:57,55:73,71:65,69:64,63:58,54:64,65:72,70:62,64:63,59:71,69:66,69:71,72:69,70:70,68:54,53:59,57:67,63:69,68:58,60:60,57:57,59:62,58:55,53:64,69:69,71:74,73:67,66:69,63:70,70:73,72:63,61:69,73:58,56:53,51:60,62:62,65:58,65:58,69:60,59:63,66:61,56:56,62:56,57:71,73:70,71:72,75:73,69:56,54:68,69:65,68:62,61:67,64:73,70:53,56:70,66:68,73:58,57:61,68:62,66:63,60:70,69:68,67:69,64:59,65:62,62:59,64:59,58:57,53:53,55:65,70:73,74:75,72:72,71:58,71:75,73:66,65:61,57:53,62:69,60:65,65:54,55:56,53:53,61:64,64:68,62:62,67:57,57:63,64:64,66:63,68:72,72:68,70:64,67:63,67:57,60:65,66:66,64:57,56:57,58:71,68:68,71:66,67:67,67:55,56:60,61:67,68:58,70:67,71:59,69:61,65:55,51:51,65:70,63:59,56:53,60:60,63:69,74:74,70:65,60:71,75:57,62:59,54:54,64:60,68:60,65:54,54:55,52:52,45:45,60:54,56:57,61:64,68:56,61:55,60:53,70:72,74:70,67:70,65:62,70:51,56:51,52:52,53:56,52:52,60:56,63:55,57:59,60:69,69:66,70:71,64:70,64:64,72:53,53:57,65:61,60:56,55:55,59:55,54:54,57:51,50:50,57:58,62:70,73:72,73:68,63:63,72:75,75:61,66:67,70:70,74:63,70:68,61:72,66:66,72:71,67:63,62:51,49:49,46:46,55:56,59:61,63:71,70:66,57:62,63:68,68:54,51:51,47:47,53:56,60:71,63:68,60:65,53
JohnColtrane_Bessie'sBlues_FINAL.sv;67,63:68,66:70,68:68,67:72,70:66,63:63,68:68,70:67,68:70,72:72,68:65,67:63,61:63,67:61,58:63,63:73,72:63,58:75,73:70,63:70,75:63,70:61,63:66,68:67,70:67,65:61,65:65,63:68,72:68,63:70,67:63,65:74,72:72,72:72,71:79,80:58,65:71,72:62,61:58,63:63,66:70,70:65,61:68,73:70,77:77,75:72,75:75,70:70,69:69,68:68,68:67,66:65,66:58,62:73,75:74,75:58,66:61,59:59,55:63,62:75,77:80,74:66,71:71,67:64,60:69,70:66,70:75,82:82,70:70,74:58,56:56,70:71,70:77,77:77,78:78,79:80,72:66,76:76,77:73,73:70,66:63,72:72,74:66,73:73,68:66,65:58,55:55,56:56,55:55,54:54,53:53,52:52,51:51,53:53,50:50,53:53,58:62,60:60,63:73,74:72,73:73,70:69,63:58,64:64,66:66,61:55,63:67,67:61,56:56,52:52,57:57,58:58,60:60,62:62,64:64,65:63,60:60,58:58,61:67,72:63,71:77,81:81,80:74,68:75,79:80,79:77,74:70,65:65,70:75,74:74,73:58,67:67,58:68,65:71,69:69,66:67,64:60,69:68,57:57,54:54,55:55,61:55,60:60,61:66,58:62,69:68,71:65,64:60,64:64,67:66,62:68,61:63,69
JohnColtrane_BluesByFive_FINAL.sv;62,60:63,65:63,62:65,62:65,63:67,63:65,67:62,63:67,65:65,68:60,58:67,68:62,65:63,60:67,70:63,67:58,58:60,63:68,67:61,62:70,67:70,72:69,70:64,65:60,57:58,60:68,70:60,59:65,61:62,58:72,70:63,61:69,65:64,61:66,65:58,63:68,65:61,65:70,68:68,69:69,67:66,67:59,55:57,55:58,62:58,65:72,69:70,65:65,69:72,73:63,58:65,60:59,63:60,64:60,62:70,70:70,69:61,61:70,66:66,63:60,67:67,64:53,55:55,58:58,61:62,67:67,66:65,66:55,60:75,72:71,70:61,59:59,66:73,72:61,64:65,64:64,63:60,56:68,64:57,61:56,58:60,61:63,69:69,64:64,60:58,69:65,65:72,60:62,72:69,68:67,67:63,63:61,70:59,69:61,67:60,65:61,57:57,60:60,53:70,64:67,58:63,64:55,55:55,63:62,59:55,57:55,53:53,53:53,52:52,58:65,75:72,68:65,70:70,74:74,75:65,73:73,71:67,72:69,71:71,66:57,65:68,66:66,61:66,64:64,62:68,63:63,66:73,63:63,70:72,74:74,73:58,64:64,67:58,53:55,62:67,62:57,53:53,60:62,62:70,73:73,64:64,64:56,53:53,62:67,61:61,58:68,72:69,72:64,68:64,59:59,67:56,65:72,71:73,69:61,69:59,56:56,52:52,55:55,51:51,62:62,57:58,56:56,59:63,59:58,57
JohnColtrane_BlueTrain_FINAL.sv;63,65:65,63:67,65:62,63:70,68:63,66:66,63:71,70:68,67:65,67:67,68:63,62:66,68:63,61:61,63:68,66:68,70:72,70:63,63:65,61:58,63:63,67:63,60:62,60:73,72:68,65:58,56:65,62:70,67:60,62:61,58:67,63:56,58:65,64:73,71:59,58:67,70:70,72:70,69:60,59:61,60:60,58:58,61:58,60:60,63:64,65:56,53:65,66:66,65:66,67:69,70:64,67:64,63:74,73:67,66:64,66:72,68:70,66:63,68:60,56:72,71:61,62:68,69:56,55:65,68:66,69:68,71:62,65:61,65:72,73:69,72:58,57:69,68:57,56:62,58:75,73:68,64:75,70:65,70:70,74:70,71:68,68:68,72:70,70:63,64:53,55:55,63:63,58:66,70:70,73:62,61:60,61:69,66:61,64:65,60:60,64:55,56:67,69:69,71:71,69:71,73:66,61:64,60:69,73:70,75:68,63:70,58:67,71:55,58:54,62:72,72:65,69:55,53:58,55:67,64:67,67:72,75:75,71:71,61:71,75:70,63:58,58:71,68:53,62:53,56:60,67:66,64:69,67:61,59:61,56:58,66:66,73:73,69:66,62:74,72:56,60:58,62:56,56:56,59:59,63:56,54:57,58:53,52:52,58:55,61:53,60:56,51:51,54:61,71:73,68:69,74:60,55:70,64:64,61:61,57:57,54:54,58:59,57:62,70:58,53:56,65:72,64:71,74:73,75:58,65:65,71:53,51:51,58:67,73:73,74:66,60:60,72:62,64:69,75:71,72:59,54:54,53:65,72:63,59:59,65:53,61:75,75:71,71:72,74:69,63:71,64:73,77:77,75:67,74:64,62:63,72:62,67:66,66:69,65:64,59:58,68:65,65:58,59:59,64:62,69:73,70:60,66:63,56:63,52:52,55:60,60:72,54:54,57:57,61:64,68:61,53:75,72:74,75:56,57:57,60
JohnColtrane_BodyAndSoul_AlternateTake_FINAL.sv;63,65:65,63:63,61:70,70:68,68:72,68:66,65:68,67:67,68:69,67:61,63:59,57:65,66:63,63:68,65:68,70:69,68:73,72:67,66:73,71:68,66:66,63:61,59:58,57:68,63:63,62:57,59:67,69:69,71:71,69:57,56:64,65:63,66:66,70:70,69:63,68:70,68:68,69:64,63:72,73:71,70:70,66:65,65:65,68:59,58:56,59:65,61:70,73:66,69:65,60:68,72:62,64:67,64:62,61:56,55:69,65:60,63:69,69:61,58:57,54:65,67:56,53:68,71:66,73:73,63:60,59:59,56:54,52:66,68:68,73:73,68:61,65:61,62:64,66:66,67:64,62:67,71:65,64:71,74:74,74:58,54:54,57:57,58:61,60:55,57:59,62:71,67:62,60:60,58:58,63:53,55:49,51:59,55:55,49:63,64:69,72:71,75:75,73:72,70:66,64:63,58:58,72:66,66:57,60:57,55:55,54:52,51:51,61:62,63:73,70:69,66:60,68:69,70:68,75:75,77:77,72:72,75:75,72:65,57:59,61:55,63:63,73:73,73:72,71:73,64:73,74:74,71:74,69:65,69:65,62:62,65:55,59:52,54:54,55:55,52:52,56:56,52:52,57:54,50:50,48:48,54:57,62:62,68:67,67:58,53:53,56:55,60:60,57:58,61:63,59:59,64:64,68:74,73:64,60:60,73:71,68:54,53:53,51:51,56:56,54:54,51:51,49:49,53:53,49:51,65:70,72:61,56:56,63:57,61:53,50:50,53:62,59:55,61:61,67:71,61:61,73:63,67:67,57:54,56:51,55:49,56:53,66
JohnColtrane_BodyAndSoul_FINAL.sv;63,65:65,63:70,70:68,67:68,70:65,66:69,70:72,68:68,68:69,68:67,68:73,72:66,63:63,63:68,69:70,68:67,69:72,71:73,73:63,61:68,65:66,64:69,69:71,69:71,70:63,68:65,64:64,62:61,64:62,64:64,61:75,73:73,71:70,66:66,73:73,63:61,59:66,68:64,65:65,61:66,65:61,58:75,72:59,55:69,71:70,71:65,67:62,63:63,62:58,63:63,69:70,69:70,75:69,66:71,67:64,63:65,65:65,68:68,66:59,58:58,57:56,59:59,57:55,54:61,63:68,73:73,67:68,63:63,66:58,54:62,61:68,72:64,66:61,73:72,73:70,73:69,67:67,66:66,69:56,54:57,54:74,74:67,65:71,73:73,74:64,68:54,56:71,72:69,72:72,70:70,72:66,71:67,64:63,73:57,60:60,56:57,55:54,57:57,53:53,52:52,51:51,61:61,65:66,62:62,66:63,59:59,61:54,61:61,66:64,60:60,58:68,75:72,75:65,60:60,65:55,52:52,63:69,65:63,67:73,68:61,61:61,62:57,56:54,59:54,62:71,74:74,69:74,73:74,71:66,61:61,57:57,62:67,74:74,76:76,67:67,67:67,76:76,75:67,75:71,68:68,59:59,64:68,71:71,65:62,68:70,65:54,53:53,51:51,54:54,51:51,53:53,65:75,75:73,66:64,59:54,55:55,63:58,60:60,63:63,57:55,50:50,55:55,49:49,48:48,56:56,56:56,53:53,66
JohnColtrane_Countdown_FINAL.sv;67,65:62,60:69,67:63,65:66,64:64,62:62,65:67,69:61,58:69,68:61,63:60,62:65,63:68,67:63,62:60,58:63,59:59,56:56,61:58,60:64,66:70,69:65,67:71,69:71,67:67,71:65,69:72,69:65,64:69,72:65,62:55,58:66,68:64,67:58,61:69,66:65,61:60,63:66,67:54,55:57,56:63,66:68,71:62,64:64,63:55,57:67,66:67,72:72,71:67,63:58,54:58,57:53,55:59,61:66,70:56,55:55,59:59,57:54,52:52,50:56,60:60,59:60,67:65,66:69,70:75,72:69,71:62,66:63,60:58,55:50,54:51,50:49,51:48,51:68,70:63,67:66,63:61,66:66,69:63,61:58,69:51,53:67,70:69,63:67,67:61,62:57,60:72,67:69,65:57,54:57,59:59,50:50,52:55,51:50,49:51,48:51,56:72,60:61,65:55,53:65,72:70,63:62,61:67,64:67,60:65,68:52,55:51,49:49,48:48,46:50,53:72,70:70,65:67,61:62,63:58,64:51,55:58,51:51,57:56,57:60,57:55,63:52,53:62,68:53,64:62,62:62,59:56,54:57,49:49,54:54,51:72,72:67,75:61,64:71,63:71,70:61,68:66,74:74,73:73,72:60,65:68,65:62,57:57,52:55,54:54,53:53,52:52,51:50,48:48,48:46,48:48,50:53,49:55,52:52,54:57,51:57,58:65,59:70,73:73,69:69,74:74,69:68,63:71,60:60,55:70,72:63,64:62,54:54,56:56,63:59,66:66,61:71,57:57,64:60,61:54,58:59,58:62,58:58,63:63,51:61,56:56,56:57,61:68,64:64,65:70,67:60,64:61,70:67,68:68,69:65,75:71,62:63,68:68,72:68,66:69,58:58,59:57,55:53,51:46,53:69,51:57,62:57,63:55,50:50,55:53,56:60,60:71,72:62,75:72,75
JohnColtrane_GiantSteps-1_FINAL.sv;67,65:65,63:68,67:62,60:63,65:62,65:65,67:71,70:70,68:63,62:67,71:67,70:66,63:64,66:60,58:66,69:60,62:70,66:69,67:62,63:63,59:62,64:67,62:68,72:68,70:73,70:72,70:62,67:71,62:70,73:65,62:67,69:64,68:68,66:69,68:61,63:62,59:58,60:70,69:63,66:59,62:59,61:70,75:70,71:70,74:63,67:66,62:69,71:66,68:73,71:71,67:56,55:56,58:65,64:63,61:67,66:59,55:69,66:71,74:67,67:68,71:59,56:60,59:65,68:72,63:58,68:61,59:58,54:70,67:55,60:71,69:59,60:74,73:74,71:61,64:55,53:53,51:51,53:60,56:70,64:66,70:67,63:66,64:53,55:55,56:64,60:58,59:72,71:63,70:63,60:60,67:64,62:58,67:66,67:54,59:70,72:75,73:67,68:59,58:54,56:75,70:74,72:67,64:72,74:73,72:56,54:58,56:58,63:69,62:60,63:64,67:54,58:71,73:69,69:54,63:66,65:65,70:74,70:63,57:57,67:67,61:63,72:71,66:59,63:71,72:55,62:72,73:66,71:64,63:70,63:65,66:69,72:59,54:68,65:65,69:71,68:59,59:55,54:60,57:57,52:52,55:55,52:52,54:59,57:57,55:55,57:57,59:70,70:62,62:61,60:70,61:74,68:56,63:59,68:53,58:63,54:64,69:72,62:63,68:54,55:71,61:73,73:75,75:75,62:62,71:60,68:74,61:59,70:71,63:70,59:72,75:60,61:73,68:56,62:66,61:61,68:66,66:72,69:64,71:59,67:55,58:62,58:66,59:63,64:60,64:56,64:63,58:56,52:52,58:75,72:73,74:62,68:69,70:63,63
JohnColtrane_GiantSteps-2_FINAL.sv;62,65:70,68:65,67:71,70:68,67:67,71:63,65:67,70:70,71:65,63:63,62:62,64:64,66:66,69:69,66:62,59:60,62:66,64:64,67:71,72:72,71:66,63:67,65:63,66:67,62:61,63:66,62:60,56:56,55:55,53:53,55:55,56:65,64:71,69:71,62:68,72:70,73:73,70:68,66:63,59:59,70:73,71:75,71:65,66:71,63:59,55:55,60:71,74:63,61:62,60:58,59:59,61:59,60:53,52:52,53:56,58:58,60:64,59:59,67:64,62:65,68:72,63:70,64:72,73:73,74:74,73:70,75:72,75:71,66:66,66:64,65:66,65:64,63:69,73:67,63:66,71:69,67:53,51:51,53:56,57:57,60:67,67:63,67:71,67:67,69:69,71:74,68:67,64:66,68:68,70:61,59:62,63:65,62:60,58:58,68:60,64:64,70:69,69:59,57:57,68:68,69:69,68:68,71:70,66:74,72
JohnColtrane_Impressions_1961_FINAL.sv;65,69:67,69:69,71:69,65:65,62:65,67:62,65:67,65:69,67:71,69:71,67:67,71:70,71:67,67:72,71:64,65:71,70:68,67:66,68:69,72:65,64:62,67:69,69:71,72:68,70:66,65:71,65:67,62:72,69:59,58:63,66:68,69:74,73:58,57:60,59:65,66:69,68:63,65:66,70:70,68:66,67:62,61:64,67:72,73:73,72:63,62:69,62:67,66:59,57:62,64:72,72:66,63:65,63:71,62:69,74:68,71:70,69:57,53:65,65:70,66:70,72:62,62:61,60:55,59:60,65:61,62:68,66:67,68:71,71:65,68:62,59:60,62:63,61:70,65:57,56:63,68:71,74:74,71:65,71:65,70:64,66:68,72:72,70:71,68:64,63:61,59:56,55:69,70:62,63:62,57:68,65:62,60:71,63:66,69:69,66:73,71:63,67:62,69:71,64:57,59:61,63:59,62:67,64:67,70:53,50:72,68:55,57:73,74:67,63:68,63:65,60:74,69:57,60:64,60:70,70:73,70:65,61:73,69:57,62:62,68:50,53:58,54:71,66:64,62:67,60:59,55:55,53:59,60:68,64:65,72:71,73:69,64:72,74:58,60:53,57:70,67:54,53:53,51:60,63:72,65:63,70:70,73:62,66:61,58:69,63:53,52:74,74:58,58:62,58:57,57:60,57:61,66:64,64:64,68:63,63:59,61:60,58:66,61:51,56:58,59:67,61:68,68:59,59:74,72:72,67:61,61:63,59:73,68:61,65:66,71:63,60:60,60:72,75:70,63:61,64:62,71:70,62:63,64:70,64:66,64:52,55:66,66:73,73:57,55:64,69:67,72:56,54:60,72:53,55:75,74:53,54:54,56:54,51:58,65:68,73:60,61:62,70:72,63:63,72:59,63:67,74:70,61:69,58:60,67:66,62:57,52:68,62:58,63:68,61:50,55:57,67:74,75:51,54:63,58:54,58:56,58:75,75:51,50:63,71:51,52:76,77:72,58:58,69:58,61:59,67:60,64:70,60:66,60:74,70:57,54:60,56:61,69:71,61:64,61:74,68:74,67:59,71:51,53:53,56:56,53:55,50:57,58:75,72:56,57:51,48:50,51:73,75:64,70:51,57:57,51:57,65:75,68:55,51:58,55:54,57:77,79:70,74:58,71:70,59:59,64:55,55:72,66:61,57:54,55:52,50:65,74:62,74:57,68:56,50:72,62:68,58:69,60:60,55:60,66:57,69:61,67:59,53:55,58:48,53:49,50:46,55:45,45:57,50:48,55:55,48:58,68:54,49:53,48:77,72:80,81:74,77:46,53:59,70:72,59:48,46:53,59:64,59:75,73:72,61:57,64:66,72:65,73:59,69:68,60:56,51:61,55:67,73:52,52:60,54:50,47:67,51:60,69:75,71:75,70:54,47:50,50:60,70:69,61:52,53:50,72:81,82:68,75:47,46:46,51:50,49:49,53:53,49:59,51:57,63:55,62:69,59:53,47:47,53:51,46:47,51:51,55:45,53:52,47:47,47:47,55:50,45:47,54:54,48:48,57:50,48:45,50:50,57:68,59:49,54:69,83:68,74:52,57:70,58:44,45:53,46:46,56:52,54:75,77:77,74:75,76:77,75:52,51:78,79:66,75:79,80:81,80:77,78:78,76:55,54:71,57:63,69:69,57:56,56:69,73:67,58:72,57:65,59:74,57:57,71:58,67:53,53:64,71:73,65:62,72:50,54:54,62:74,64:50,63:74,66:58,56:54,63:55,65:52,60:53,68:51,63:52,73:55,74:59,74:55,66:55,52:47,45:45,47:47,67:53,73:53,63:56,61:55,67:53,67:63,75:56,63:47,58:56,67:58,62:57,66:57,61:55,72:72,60:53,58:58,73:73,67:73,61:60,68:51,51:53,62:52,62:72,64:58,53:71,60:70,81:82,72:75,82:82,83:83,75:74,81:82,71:66,80:80,74:59,68:53,61:58,66:59,56:56,47:51,68:63,55:55,56:51,62:66,56:55,70:69,75:75,66:64,72:75,62:63,57:53,45:45,52:59,50:57,47:48,49:49,57:59,52:48,45:53,65:59,54:48,47:55,47:47,48:59,49:49,51:71,79:79,56:56,68:70,47:54,68:54,67:83,69:51,45:45,67:50,69:69,49:49,66:55,63:66,55:70,75:63,56:56,60:54,54:52,66:75,64:53,44:45,48:48,66:65,45:57,45:45,55:55,44:44,53:58,51:58,46:56,66:65,54:48,54:58,52:50,52:56,69:66,46:51,69:66,73:68,45:45,54:54,46:52,63:67,78:79,81:81,79:79,75:67,77:79,77:79,68:72,46:46,45:45,78:80,77:69,79:81,76:50,70:54,60:79,72:48,50:50,73:76,75:46,43:43,51:51,71:50,46:46,77:79,84:84,78:78,73:74,76:77,73:65,46:56,52:52,69:71,59:58,70:60,71:71,56:57,72:71,58:48,51:54,59:53,71:60,51:53,69:62,82:82,74:45,44:44,48:46,48:56,59:55,68:46,44:74,61:83,72:65,47:47,56:56,65:61,68:59,66
JohnColtrane_Impressions_1963_FINAL.sv;69,71:65,62:71,69:67,65:69,65:62,65:62,69:53,57:62,59:65,69:57,53:67,69:65,67:59,57:73,71:72,73:71,72:69,72:71,62:59,62:57,59:65,63:73,70:69,69:69,67:71,74:53,51:74,71:71,68:53,58:63,58:66,63:68,65:70,66:62,67:67,71:71,71:72,69:58,53:62,58:58,65:70,72:53,50:50,53:68,67:55,57:63,65:68,63:72,71:63,61:57,57:63,68:60,58:55,59:67,67:70,73:46,53:68,66:56,53:51,53:54,57:65,68:72,72:53,55:64,67:61,59:64,65:53,59:51,54:46,51:47,50:62,60:68,70:69,74:46,46:58,60:65,60:51,58:57,47:47,53:52,55:69,62:62,71:65,65:72,70:62,64:71,70:69,68:67,68:54,58:67,63:59,55:60,59:62,57:57,46:65,70:58,56:65,64:59,58:52,53:59,61:61,65:73,73:65,61:47,54:57,50:62,62:71,65:65,71:68,72:72,68:71,67:63,70:70,65:63,67:74,74:48,53:58,59:70,69:74,69:64,62:58,63:60,53:58,58:53,46:58,57:57,56:53,52:71,73:64,59:45,54:53,47:55,52:59,53:59,65:51,56:66,70:73,74:74,73:69,66:66,65:74,79:75,72:53,53:46,44:50,54:59,63:81,77:59,60:54,53:54,46:57,55:50,55:60,65:53,60:53,56:58,52:52,52:59,59:58,48:73,72:63,59:79,69:59,52:59,50:72,65:57,62:79,77:54,49:44,46:61,56:48,54:77,81:77,79:72,54:72,47:51,73:70,70:79,79:59,64:44,63:70,71:58,62:56,55:61,69:57,45:45,45:54,45:57,60:70,62:71,64:63,72:63,71:50,52:61,62:64,69:56,60:60,44:44,45:55,51:61,58:56,54:54,61:61,66:57,68:44,44:44,54:62,68:68,73:48,46:46,64:61,67:69,73:61,63:57,63:69,81:60,56:56,63:56,58:58,70:72,63:63,69:47,59:59,54:57,48:48,48:50,50:72,60:60,61:66,71:51,46:45,46:46,47:54,50:51,55:55,53:52,51:53,62:74,70:58,64:52,50:71,75:77,74:45,50:50,45:59,51:58,44:56,61:59,56:65,81:46,65:62,61:58,51:57,49:81,74:70,63:58,54:66,62:56,57:50,72:53,72:59,72:73,46:71,47:59,71:50,71:50,46:72,64:83,71:49,54:65,57:63,44:63,46:60,63:46,70:66,68:63,60:60,64:64,61:62,70:70,64:71,60:74,67:68,51:56,56:56,67:70,53:46,45:46,57:56,51:55,58:50,58:66,61:57,51:48,60:51,48:46,48:47,69:68,69:63,63:61,57:50,67:74,72:81,81:81,69:69,80:80,68:70,83:83,75:75,75:68,68:55,62:71,61:69,63:50,57:65,72:81,72:55,50:53,67:61,61:61,51:51,62:50,80:80,80:80,72:67,64:64,60:52,46:60,48:65,50:70,68:75,69:45,47:49,57:53,54:61,52:58,55:58,66:44,70:58,45:54,52:52,54:54,55:55,56:56,59:61,64:69,64:71,66:66,69:79,67:81,79:79,76:76,73:57,44:70,75:75,74:74,75:60,68:66,46:68,64:60,62:49,53:44,58:58,50:54,59:54,68:68,62:59,49:49,62:75,79:79,49:49,79:79,83:83,77:74,81:79,81:62,80:80,78:78,77:77,76:76,75:72,74:74,68:58,72:51,57:65,58:63,45:49,51:58,49:49,59:54,63:69,61:54,56:63,64:64,66:66,67:57,65:53,71:72,53:60,72:72,57:59,47:60,52:52,59:53,73:72,46:45,51:73,47:47,51:51,72:46,50:50,61:61,72:72,59:72,51:51,59:71,50:50,59:54,47:69,79:67,74:73,69:45,41:41,65:70,44:59,46:59,48:51,51:57,52:52,57:56,52:52,69:63,66:66,58:46,56:50,62:64,63:61,68:50,69:71,81:81,83:62,83:65,75:70,48:57,58:57,69:58,68:63,62:65,59:60,57:50,48:52,48:48,47:47,47
JohnColtrane_Mr.P.C._FINAL.sv;65,63:63,60:63,65:63,67:67,65:67,63:62,60:60,63:65,67:60,62:62,63:68,67:67,70:63,62:62,65:67,69:59,62:70,68:68,70:57,59:72,71:64,67:70,67:69,71:65,68:60,59:55,57:67,68:66,65:66,67:58,60:63,66:71,67:67,66:60,58:74,72:71,72:65,66:72,67:65,60:56,55:74,73:73,72:72,70:65,62:71,74:68,63:63,64:54,56:56,58:66,68:70,71:59,60:71,70:61,63:69,65:60,55:75,74:68,72:71,69:67,72:58,56:67,62:67,71:73,71:70,73:68,65:62,59:71,68:60,65:66,63:65,64:70,66:58,62:59,61:70,70:70,72:77,75:55,53:60,56:63,59:72,74:59,55:64,63:62,64:70,75:72,75:50,51:61,62:69,72:69,70:69,67:70,58:58,59:71,75:79,77:63,70:53,51:60,64:66,70:72,69:67,67:75,73:75,75:74,70:72,63:59,57:64,65:60,60:70,74:55,60:72,68:75,72:67,58:63,69:77,79:69,74:65,70:51,55:51,54:59,67:59,56:56,62:67,60:62,69:53,54:72,73:73,74:73,70:72,72:74,75:75,79:68,71:66,62:57,62:75,71:64,60:72,66:59,63:60,61:53,56:51,50:50,53:74,71:68,66:62,67:51,48:51,53:56,57:62,61:62,57:57,54:70,55:71,71:66,64:55,54:69,77:75,67:55,51:63,68:56,65:57,58:60,54:73,59:59,59:55,56:60,68:63,71:65,72:70,64:64,68:79,70:70,77:74,68:62,58:58,50:54,57:62,66:70,57:60,70:60,66:60,53:56,60:50,48:48,50:53,52:52,51:71,52:52,54:58,61:71,73:69,68:74,74:63,58:58,65:62,72:67,64:60,67:70,62:75,77:73,75:63,61:69,66:55,59:55,63:48,46:46,50:48,53:53,50:71,50:57,60:70,49:49,51:53,55:66,58:70,65:70,60:66,66:58,53:53,53:53,57:57,57:70,69
JohnColtrane_NatureBoy_FINAL.sv;69,71:71,69:69,67:64,67:67,69:67,64:59,57:69,69:63,67:67,63:63,59:71,73:57,59:68,69:67,68:74,69:61,63:59,63:69,70:63,61:69,74:71,74:66,63:61,59:67,65:65,63:51,53:72,69:63,65:57,55:55,57:71,71:51,55:73,71:69,65:69,72:70,69:55,52:74,71:57,53:59,61:63,66:73,69:69,66:65,62:74,79:53,51:55,51:49,51:66,69:58,57:52,55:71,64:61,66:63,58:60,63:56,58:59,56:62,69:65,69:59,58:75,71:79,80:70,71:62,59:71,72:72,74:71,67:78,79:57,57:53,57:57,54:54,59:58,60:63,68:58,61:56,59:66,62:68,70:70,72:68,65:56,55:55,59:65,67:71,75:72,71:67,72:69,68:52,51:79,81:45,52:65,71:62,67:64,69:74,74:79,74:69,64:59,51:59,55:59,59:65,61:70,70:58,58:53,50:54,56:67,71:71,68:57,56:68,67:72,72:80,81:71,70:72,70:66,61:73,79:67,66:66,65:65,68:63,64:55,55:67,67:51,49:55,53:62,65:66,67:64,59:50,53:60,62:61,64:63,62:70,68:56,53:53,56:55,56:70,66:53,55:79,75:57,60:81,82:81,79:76,77:77,75:58,62:72,75:74,72:68,66:68,71:62,63:51,69:81,45:64,65:65,66:66,64:67,70:52,57:64,64:69,63:51,57:53,49:51,54:57,63:55,49:70,67:53,52:53,58:54,58:72,73:62,58:61,58:58,54:60,56:56,63:58,55:51,48:64,66:66,68:63,69:58,59:48,51:51,45:47,51:63,63:74,75:75,79:79,79:73,75:75,69:63,70:64,63:75,74:75,76:62,61:55,61:75,73:79,69:74,73:67,62:68,63:50,51:62,66:69,73:73,74:80,73:73,70:57,58:69,78:79,83:82,45:64,71:64,62:59,62:71,78:67,61:49,57:61,55:55,63:54,51:51,51:61,65:57,62:65,57:59,53:55,60:60,64:68,72:51,56:58,53:51,50:61,54:56,54:64,61:58,65:50,55:59,60:63,60:56,51:48,55:56,56:71,79:75,72:70,63:45,47:67,60:60,60:62,62:65,65:72,62:60,59:75,78:79,72:82,81:80,79:69,76:69,75:71,63:59,67:70,52:52,54:75,75:69,79:79,77:77,74:65,64:54,57:52,47:47,54:54,49:55,58:62,60:56,57:57,69:73,68:63,71:61,56:51,59:59,54:53,48:72,68:66,70:75,80:70,73:73,76:76,73:73,73:62,72:70,65:59,69:59,64:58,63:83,69:74,70:70,79:83,79:81,83:83,73:70,74:79,78:52,49:49,50:51,70:80,80:81,73:73,81:79,76:76,71:51,47:47,47:45,55:61,62
