Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,Trill Speed
Trill371.wav,-1,75,Eb With octave key,1010110000000_1100110000,77,F With octave key,1010110000000_1000000000,6.0227272727272725
Trill372.wav,14,59,Low B,0010110010000_1100101000,89,High F (front),1100100000000_0000000000,0.7619047619047619
Trill373.wav,145,67,G Without octave key,0010110000000_0000000000,73,C# Without octave key,0000000000000_0000000000,5.807086614173229
Trill383.wav,81,69,A Without octave key,0010100000000_0000000000,89,High F (front),1100100000000_0000000000,1.1267605633802817
Trill384.wav,73,64,E Without octave key,0010110000000_1100000000,70,Bb Without octave key (Bis key),0011100000000_0000000000,4.533333333333333
Trill385.wav,73,66,F# Without octave key (Chromatic),0010110000000_1001000000,72,C Without octave key,0000100000000_0000000000,4.0
Trill386.wav,84,58,Low Bb,0010110001000_1100101000,67,G Without octave key,0010110000000_0000000000,1.4211886304909562
Trill387.wav,84,59,Low B,0010110010000_1100101000,67,G Without octave key,0010110000000_0000000000,1.6795865633074938
Trill388.wav,73,66,F# Without octave key (Chromatic),0010110000000_1001000000,71,B Without octave key,0010000000000_0000000000,4.461942257217848
Trill389.wav,83,72,C Without octave key,0000100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001,1.8095238095238095
Trill390.wav,79,59,Low B,0010110010000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000001,1.2534818941504178
Trill391.wav,80,61,Low C#,0010110100000_1100101000,74,D With octave key,1010110000000_1100100000,0.7276507276507277
Trill392.wav,79,58,Low Bb,0010110001000_1100101000,69,A Without octave key,0010100000000_0000000000,1.2195121951219514
Trill393.wav,81,70,Bb Without octave key (side key),0010100000000_0000000001,89,High F (front),1100100000000_0000000000,1.155624036979969
Trill394.wav,-1,60,Low C,0010110000000_1100101000,65,F Without octave key,0010110000000_1000000000,4.666666666666667
Trill395.wav,-1,67,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000,6.459948320413437
Trill396.wav,82,64,E Without octave key,0010110000000_1100000000,83,B With octave key,1010000000000_0000000000,1.2941176470588236
Trill397.wav,73,66,F# Without octave key (main),0010110000000_0100000000,72,C Without octave key,0000100000000_0000000000,4.24757281553398
Trill398.wav,82,64,E Without octave key,0010110000000_1100000000,84,C With octave key,1000100000000_0000000000,1.1752136752136753
Trill399.wav,74,75,Eb With octave key,1010110000000_1100110000,78,F# With octave key (Chromatic),1010110000000_1001000000,1.0526315789473684
