Filename,Cluster,Midi 1 (transposed as written for TS),Fingering 1 Name,Fingering 1 Encoding,Midi 2 (transposed as written for TS),Fingering 2 Name,Fingering 2 Encoding,(Normalised) Trill Speed
Trill744.wav,133,74,D With octave key,1010110000000_1100100000,84,C With octave key,1000100000000_0000000000,1.927499530204254
Trill745.wav,142,72,C Without octave key,0000100000000_0000000000,81,A With octave key,1010100000000_0000000000,2.1634273273953784
Trill746.wav,136,79,G With octave key,1010110000000_0000000000,89,High F (front),1100100000000_0000000000,1.7677723781316594
Trill747.wav,139,60,Low C,0010110000000_1100101000,61,Low C#,0010110100000_1100101000,5.2851257176582545
Trill748.wav,142,73,C# Without octave key,0000000000000_0000000000,84,C With octave key,1000100000000_0000000000,2.4166367120788665
Trill749.wav,135,75,Eb With octave key,1010110000000_1100110000,83,B With octave key,1010000000000_0000000000,2.978204291682518
Trill750.wav,-1,62,D Without octave key,0010110000000_1100100000,74,D With octave key,1010110000000_1100100000,1.2895850264653899
Trill751.wav,-1,81,A With octave key,1010100000000_0000000000,88,High E,1000000000011_0000000100,2.560427561752069
Trill752.wav,137,66,F# Without octave key (Chromatic),0010110000000_1001000000,74,D With octave key,1010110000000_1100100000,1.019408042687911
Trill753.wav,138,64,E Without octave key,0010110000000_1100000000,73,C# Without octave key,0000000000000_0000000000,4.0121172103110005
Trill754.wav,130,75,Eb With octave key,1010110000000_1100110000,81,A With octave key,1010100000000_0000000000,2.9133687382226574
Trill755.wav,132,60,Low C,0010110000000_1100101000,62,D Without octave key,0010110000000_1100100000,3.6884471885953847
Trill756.wav,140,81,A With octave key,1010100000000_0000000000,90,High F# (front),1100100000000_0010000000,1.0989528310147036
Trill757.wav,140,81,A With octave key,1010100000000_0000000000,89,High F (front),1100100000000_0000000000,2.002106797548952
Trill758.wav,142,70,Bb Without octave key (Bis key),0011100000000_0000000000,81,A With octave key,1010100000000_0000000000,2.049343602945995
Trill759.wav,139,59,Low B,0010110010000_1100101000,60,Low C,0010110000000_1100101000,5.1416658020464405
Trill760.wav,142,68,G# Without octave key (default),0010111000000_0000000000,78,F# With octave key (main),1010110000000_0100000000,1.6909228191075318
Trill761.wav,137,66,F# Without octave key (Chromatic),0010110000000_1001000000,75,Eb With octave key,1010110000000_1100110000,1.0968305522638528
Trill762.wav,138,64,E Without octave key,0010110000000_1100000000,71,B Without octave key,0010000000000_0000000000,3.7892641676206327
Trill763.wav,138,64,E Without octave key,0010110000000_1100000000,72,C Without octave key,0000100000000_0000000000,3.4634980699436504
Trill764.wav,131,67,G Without octave key,0010110000000_0000000000,75,Eb With octave key,1010110000000_1100110000,1.7885270782024725
Trill765.wav,134,63,Eb Without octave key,0010110000000_1100110000,71,B Without octave key,0010000000000_0000000000,3.2962739896760915
Trill766.wav,134,63,Eb Without octave key,0010110000000_1100110000,72,C Without octave key,0000100000000_0000000000,2.6208315302323952
Trill767.wav,133,75,Eb With octave key,1010110000000_1100110000,85,C# With octave key,1000000000000_0000000000,2.6780746205755985
Trill768.wav,129,83,B With octave key,1010000000000_0000000000,90,High F# (front),1100100000000_0010000000,0.8627775093647017
Trill769.wav,135,75,Eb With octave key,1010110000000_1100110000,84,C With octave key,1000100000000_0000000000,2.689583571982248
Trill770.wav,142,68,G# Without octave key (default),0010111000000_0000000000,79,G With octave key,1010110000000_0000000000,1.8142634088095395
Trill771.wav,142,72,C Without octave key,0000100000000_0000000000,83,B With octave key,1010000000000_0000000000,2.088594384036538
Trill772.wav,129,83,B With octave key,1010000000000_0000000000,89,High F (front),1100100000000_0000000000,1.3162782891397982
Trill773.wav,142,69,A Without octave key,0010100000000_0000000000,79,G With octave key,1010110000000_0000000000,2.125302190140867
Trill774.wav,139,58,Low Bb,0010110001000_1100101000,60,Low C,0010110000000_1100101000,4.802538652981638
Trill775.wav,135,75,Eb With octave key,1010110000000_1100110000,82,Bb With octave key (Bis key),1011100000000_0000000000,2.2449195403616944
Trill776.wav,131,68,G# Without octave key (default),0010111000000_0000000000,74,D With octave key,1010110000000_1100100000,1.9155386078898766
Trill777.wav,138,62,D Without octave key,0010110000000_1100100000,70,Bb Without octave key (side key),0010100000000_0000000001,2.3047335607955097
Trill778.wav,140,82,Bb With octave key (Bis key),1011100000000_0000000000,90,High F# (front),1100100000000_0010000000,0.6821314157074443
